,precision,recall,f1-score,support
0,0.9800078400627205,1.0,0.9899029895070284,5000.0
1,1.0,0.9796,0.9896948878561326,5000.0
accuracy,0.9898,0.9898,0.9898,0.9898
macro avg,0.9900039200313602,0.9898,0.9897989386815804,10000.0
weighted avg,0.9900039200313602,0.9898,0.9897989386815805,10000.0
