,Bin #,Score,Bins,Threshold,High Risk Ratio
0,Bin 1,5497.678139946757,"['P_3', 'P_10', 'P_4', 'P_6', 'P_9', 'P_8', 'P_2', 'P_7', 'P_1']",2,0.5
1,Bin 2,5497.678139946757,"['P_8', 'P_6', 'P_9', 'P_5', 'P_1', 'P_10', 'P_7', 'P_4', 'P_2']",2,0.5
2,Bin 3,5497.678139946757,"['P_10', 'P_3', 'P_1', 'P_5', 'P_6', 'P_9', 'P_4', 'P_7', 'P_8', 'P_2']",2,0.5
3,Bin 4,4558.10158347298,"['P_8', 'P_9', 'P_4', 'P_1', 'P_5', 'P_6', 'P_2', 'P_10']",2,0.4362
4,Bin 5,4547.7354426103875,"['P_1', 'P_2', 'P_9', 'P_3', 'P_10', 'P_4', 'P_7', 'P_8']",2,0.438
5,Bin 6,4529.126703260523,"['P_3', 'P_10', 'P_6', 'P_8', 'P_2', 'P_7', 'P_1', 'P_9']",2,0.4357
6,Bin 7,4476.532533725361,"['P_8', 'P_9', 'P_4', 'P_6', 'P_2', 'P_3', 'P_1', 'P_10']",2,0.4341
7,Bin 8,4458.47335979868,"['P_3', 'P_10', 'P_4', 'P_6', 'P_9', 'P_8', 'P_7', 'P_2']",2,0.4359
8,Bin 9,4380.627279845941,"['P_3', 'P_9', 'P_8', 'P_2', 'P_7', 'P_5', 'P_6', 'P_10']",2,0.4297
9,Bin 10,4357.45096386077,"['P_4', 'P_6', 'P_8', 'P_3', 'P_1', 'P_5', 'P_10', 'P_2']",2,0.4329
10,Bin 11,4357.347154905425,"['P_8', 'P_6', 'P_9', 'P_5', 'P_1', 'P_10', 'P_7', 'P_2']",2,0.4321
11,Bin 12,4341.231128728646,"['P_3', 'P_9', 'P_4', 'P_5', 'P_6', 'P_1', 'P_10', 'P_2']",2,0.4322
12,Bin 13,4316.6666099240765,"['P_10', 'P_3', 'P_8', 'P_2', 'P_1', 'P_5', 'P_6', 'P_9']",2,0.4325
13,Bin 14,3881.674726957705,"['P_3', 'P_10', 'P_9', 'P_4', 'P_6', 'P_5', 'R_251', 'P_8', 'P_2', 'P_1']",3,0.3902
14,Bin 15,3832.202177715877,"['P_6', 'P_8', 'P_7', 'P_1', 'R_64', 'P_10', 'P_4', 'P_5', 'P_9', 'P_2']",3,0.3919
15,Bin 16,3778.6840669551566,"['P_3', 'P_10', 'P_7', 'P_2', 'P_9', 'P_4', 'R_229', 'P_6', 'P_1', 'P_5']",3,0.3901
16,Bin 17,3774.818903936448,"['P_10', 'P_3', 'P_8', 'P_2', 'P_9', 'P_1', 'P_5', 'R_260', 'P_7', 'P_6']",3,0.3858
17,Bin 18,3746.6069838294948,"['P_3', 'P_6', 'P_8', 'P_2', 'R_98', 'P_9', 'P_5', 'P_1', 'P_10', 'P_7']",3,0.3849
18,Bin 19,3436.310364080479,"['P_4', 'P_5', 'P_2', 'R_182', 'P_6', 'P_8', 'P_9', 'P_1', 'P_10', 'R_256', 'P_7']",3,0.4667
19,Bin 20,3357.812702063694,"['P_10', 'P_4', 'P_9', 'P_2', 'P_6', 'P_1', 'P_8']",2,0.3418
20,Bin 21,3338.093377195859,"['P_8', 'P_9', 'P_4', 'P_7', 'P_1', 'P_5', 'R_244', 'R_4', 'P_6', 'P_3', 'P_2']",3,0.4643
21,Bin 22,3305.168978083599,"['P_5', 'P_2', 'R_182', 'P_6', 'P_8', 'P_9', 'R_256', 'P_3', 'P_1', 'P_10', 'P_7']",3,0.463
22,Bin 23,3294.0756231871214,"['P_6', 'P_8', 'R_18', 'P_7', 'P_9', 'P_1', 'P_3', 'P_5', 'P_4', 'R_49', 'P_2']",3,0.4667
23,Bin 24,3273.6793186930277,"['P_4', 'P_6', 'P_8', 'P_7', 'P_9', 'P_2', 'P_1']",2,0.34
24,Bin 25,3221.12717208264,"['P_1', 'P_2', 'P_9', 'P_4', 'P_8', 'P_6', 'P_3']",2,0.3364
25,Bin 26,3218.374147418737,"['P_8', 'P_9', 'P_1', 'P_2', 'P_4', 'P_3', 'P_5']",2,0.3361
26,Bin 27,3210.216023468706,"['P_8', 'P_9', 'P_5', 'P_10', 'P_7', 'P_4', 'P_2']",2,0.3359
27,Bin 28,3207.543863663814,"['P_9', 'P_3', 'P_5', 'P_7', 'P_4', 'P_2', 'R_150', 'P_8', 'P_1', 'P_10', 'R_89']",3,0.4663
28,Bin 29,3206.6483199420613,"['P_10', 'P_7', 'P_2', 'P_9', 'P_4', 'P_1', 'P_3']",2,0.3384
29,Bin 30,3203.394752331257,"['P_1', 'P_10', 'P_4', 'P_5', 'P_2', 'P_6', 'P_7']",2,0.3336
30,Bin 31,3203.1828636032083,"['P_3', 'P_4', 'P_9', 'P_8', 'P_2', 'P_1', 'P_7']",2,0.341
31,Bin 32,3199.0496894119224,"['P_3', 'R_98', 'P_9', 'P_5', 'P_6', 'P_1', 'P_10', 'P_4', 'P_7']",2,0.5012
32,Bin 33,3187.102893330261,"['P_8', 'P_4', 'P_1', 'P_7', 'P_9', 'P_6', 'P_5']",2,0.3379
33,Bin 34,3181.709328075161,"['P_7', 'P_6', 'P_1', 'P_4', 'P_9', 'P_8', 'P_3']",2,0.3372
34,Bin 35,3180.650064725873,"['P_10', 'P_6', 'P_5', 'P_8', 'P_2', 'P_1', 'R_18', 'P_7', 'P_4']",2,0.5058
35,Bin 36,3169.374026081322,"['P_3', 'P_4', 'P_7', 'P_5', 'P_2', 'P_6', 'P_8']",2,0.3343
36,Bin 37,3169.085191858622,"['P_2', 'P_3', 'P_10', 'P_9', 'P_1', 'P_4', 'P_6']",2,0.3373
37,Bin 38,3161.7721816239386,"['P_3', 'P_10', 'P_4', 'P_9', 'P_8', 'P_2', 'P_1']",2,0.3375
38,Bin 39,3161.3148997232292,"['R_131', 'P_4', 'P_10', 'P_2', 'P_6', 'P_8', 'P_3', 'P_7', 'P_1', 'R_6', 'P_5']",3,0.4603
39,Bin 40,3161.1214845679415,"['P_9', 'P_3', 'P_10', 'P_4', 'P_7', 'P_8', 'P_2']",2,0.3375
40,Bin 41,2030.163421959881,"['P_5', 'P_2', 'R_101', 'P_9', 'P_3', 'P_1', 'P_8']",2,0.3498
41,Bin 44,1702.0839521413889,"['P_9', 'P_3', 'P_5', 'P_6', 'R_135', 'P_4', 'R_149', 'P_2', 'P_10', 'R_237', 'P_8', 'P_7', 'R_6']",3,0.6171
42,Bin 48,1599.5245264925259,"['P_6', 'R_143', 'P_8', 'R_165', 'P_7', 'P_9', 'P_3', 'R_49', 'P_2', 'P_5']",3,0.404
43,Bin 46,1580.2801328040912,"['P_3', 'P_6', 'P_2', 'P_7']",1,0.2894
44,Bin 45,1506.6010293497354,"['P_10', 'R_180', 'P_8', 'R_52', 'P_1', 'P_5', 'P_6', 'P_9']",2,0.4625
45,Bin 43,1292.6145824306643,"['P_9', 'P_7', 'P_8', 'R_131', 'P_2', 'P_5']",2,0.2568
