,Bin #,Score,Bins,Threshold,High Risk Ratio
0,Bin 1,0,"['R_82', 'R_576', 'R_619', 'R_388', 'R_63', 'R_222', 'R_697', 'R_329', 'R_299', 'R_273', 'R_221', 'R_275', 'R_718', 'R_194', 'R_73', 'R_661', 'R_526', 'R_670', 'R_789', 'R_547', 'P_4', 'R_669', 'R_407', 'R_371', 'R_475', 'R_598', 'R_453', 'R_378', 'R_493', 'R_390', 'R_180']",0,1.0
1,Bin 2,0,"['R_340', 'R_91', 'R_727', 'R_552', 'R_6', 'R_662', 'R_462', 'R_255', 'R_18', 'R_356', 'R_408', 'R_211', 'R_503', 'R_261', 'R_628', 'R_339', 'R_315', 'R_656', 'R_403', 'R_470', 'R_19', 'R_493', 'R_249', 'R_737', 'R_74', 'R_703', 'R_776', 'R_329', 'R_418', 'R_749', 'R_169']",0,1.0
2,Bin 3,0,"['R_654', 'R_513', 'R_752', 'R_281', 'R_649', 'R_179', 'R_516', 'R_275', 'R_185', 'R_147', 'R_435', 'R_694', 'R_753', 'R_368', 'R_600', 'R_100', 'R_250', 'R_756', 'R_168', 'R_450', 'R_130', 'R_679', 'R_60', 'R_548', 'R_605', 'R_436', 'R_680', 'R_328', 'R_14', 'R_667', 'R_402', 'R_193', 'R_602', 'R_640', 'R_423', 'R_413', 'R_467']",0,1.0
3,Bin 4,0,"['R_459', 'R_241', 'R_748', 'R_613', 'R_557', 'R_786', 'R_263', 'R_779', 'R_479', 'R_345', 'R_771', 'R_636', 'R_81', 'R_764', 'R_473', 'R_61', 'R_270', 'R_674', 'R_244', 'R_609', 'R_563', 'R_305', 'R_728', 'R_702', 'R_46', 'R_414', 'R_645', 'R_553', 'R_317', 'R_42', 'R_676', 'R_715', 'R_361', 'R_152', 'R_525', 'R_211', 'R_122', 'R_53', 'R_329', 'R_726', 'R_284']",0,1.0
4,Bin 5,0,"['P_8', 'R_740', 'R_127', 'R_264', 'R_333', 'R_700', 'R_542', 'R_489', 'R_277', 'R_15', 'R_5', 'R_332', 'R_254', 'R_218', 'R_465', 'R_510', 'R_301', 'R_4', 'R_481', 'R_49', 'R_16', 'R_279', 'R_598', 'R_684', 'R_624', 'R_206', 'R_570', 'R_770', 'R_705', 'R_130', 'R_633', 'R_454', 'R_109', 'R_313', 'R_635', 'R_245', 'R_391', 'R_452']",0,1.0
5,Bin 6,0,"['R_403', 'R_37', 'R_524', 'R_19', 'R_729', 'R_201', 'R_279', 'R_466', 'R_306', 'R_451', 'R_125', 'R_419', 'R_311', 'R_350', 'P_3', 'R_763', 'R_540', 'R_604', 'R_732', 'R_614', 'R_486', 'R_510', 'R_658', 'R_646', 'R_609', 'R_546', 'R_761', 'R_232', 'R_590', 'R_43', 'R_640', 'R_2', 'R_8', 'R_518', 'R_67', 'R_586', 'R_261', 'R_238', 'R_424', 'R_693', 'P_2', 'R_535', 'R_717', 'R_783', 'R_276', 'R_42']",0,1.0
6,Bin 7,0,"['R_4', 'R_725', 'R_288', 'R_727', 'R_124', 'R_256', 'R_243', 'R_140', 'R_289', 'R_231', 'R_742', 'R_411', 'R_135', 'R_33', 'R_778', 'R_514', 'R_365', 'R_612', 'R_241', 'R_704', 'R_670', 'R_56', 'R_701', 'R_492', 'R_508', 'R_125', 'R_343', 'R_380', 'R_471', 'R_447', 'R_307', 'R_64', 'R_738', 'R_203', 'R_259', 'R_515', 'R_623', 'R_543', 'R_398']",0,1.0
7,Bin 8,0,"['R_734', 'R_7', 'R_59', 'R_166', 'R_632', 'R_187', 'R_149', 'R_80', 'R_245', 'R_423', 'R_400', 'R_284', 'R_265', 'R_771', 'R_427', 'R_504', 'R_579', 'R_673', 'R_644', 'R_374', 'R_223', 'R_719', 'R_540', 'R_269', 'R_312', 'R_102', 'R_520', 'R_297', 'R_639', 'R_31', 'R_521', 'R_531', 'R_349', 'R_607', 'R_665', 'R_637', 'R_610', 'R_139', 'R_337', 'R_331', 'R_145', 'R_383', 'R_429', 'R_273', 'R_498', 'R_529', 'R_572', 'R_421', 'R_151']",0,1.0
8,Bin 9,0,"['R_551', 'R_443', 'R_218', 'R_714', 'R_290', 'R_457', 'R_753', 'R_295', 'R_228', 'R_9', 'R_741', 'R_292', 'R_620', 'R_550', 'R_716', 'R_32', 'R_41', 'R_465', 'R_113', 'R_255', 'R_456', 'R_98', 'R_291', 'R_235', 'R_33', 'R_176', 'P_1', 'R_394', 'R_15', 'R_617', 'R_521', 'R_21', 'R_338', 'R_441', 'R_87', 'R_283', 'R_322', 'R_553', 'R_442']",0,1.0
9,Bin 10,0,"['R_10', 'R_215', 'R_739', 'R_763', 'R_376', 'R_729', 'R_728', 'R_205', 'R_413', 'R_40', 'R_373', 'R_209', 'R_29', 'R_758', 'R_603', 'R_190', 'R_300', 'R_119', 'R_713', 'R_664', 'R_503', 'R_705', 'R_695', 'R_235', 'R_132', 'R_711', 'R_606', 'R_726', 'R_499', 'R_395', 'R_243', 'R_358', 'R_5', 'R_111', 'R_231', 'R_388', 'R_766', 'R_591', 'R_548']",0,1.0
