,Bin #,Score,Bins,Threshold,High Risk Ratio
10,Bin 11,0,"['R_569', 'R_394', 'R_188', 'R_257', 'R_51', 'R_206', 'R_773', 'R_449', 'R_576', 'R_172', 'R_481', 'R_366', 'R_118', 'R_515', 'R_530', 'R_66', 'R_632', 'R_19', 'R_587', 'R_482', 'R_397', 'R_586', 'R_54', 'R_251', 'R_604', 'R_574', 'R_265', 'R_663', 'R_158', 'R_456', 'R_676', 'R_522', 'R_484', 'R_30', 'R_208', 'R_135', 'R_768', 'R_84', 'R_438', 'R_276']",0,1.0
11,Bin 12,0,"['R_564', 'R_458', 'R_514', 'R_663', 'R_725', 'R_77', 'P_6', 'R_627', 'R_692', 'R_426', 'R_666', 'R_646', 'R_527', 'R_542', 'R_534', 'R_735', 'R_555', 'R_20', 'R_28', 'R_172', 'R_157', 'R_545', 'R_648', 'R_198', 'R_464', 'R_497', 'R_239', 'R_446', 'P_8', 'R_227', 'R_231', 'R_352', 'R_94', 'R_370', 'R_430', 'R_438', 'R_785', 'R_533', 'R_546', 'R_779', 'R_323']",0,1.0
12,Bin 13,0,"['R_1', 'R_128', 'R_184', 'R_216', 'R_771', 'R_594', 'R_709', 'R_561', 'R_519', 'R_493', 'R_318', 'R_750', 'R_686', 'R_327', 'R_35', 'R_530', 'R_786', 'R_653', 'R_579', 'R_416', 'R_525', 'R_651', 'R_558', 'R_720', 'R_264', 'R_422', 'R_685', 'R_481', 'R_677', 'R_101', 'R_398', 'R_554']",0,1.0
13,Bin 14,0,"['R_454', 'R_417', 'R_657', 'R_649', 'R_413', 'R_171', 'R_770', 'R_399', 'R_202', 'R_469', 'R_704', 'R_394', 'R_271', 'P_3', 'R_588', 'R_337', 'R_595', 'R_487', 'R_129', 'R_90', 'R_305', 'R_142', 'R_188', 'R_311', 'R_97', 'R_678', 'R_314', 'R_347', 'R_169', 'R_456', 'R_631', 'R_180', 'R_707', 'R_524', 'R_36', 'R_491', 'R_479', 'R_622', 'R_248', 'R_653', 'R_689', 'R_513', 'R_341', 'R_260']",0,1.0
14,Bin 15,0,"['R_518', 'R_335', 'R_265', 'R_754', 'P_7', 'R_256', 'R_464', 'R_675', 'R_248', 'R_526', 'R_373', 'R_102', 'R_26', 'R_548', 'R_414', 'R_653', 'R_259', 'R_10', 'R_175', 'R_616', 'R_381', 'R_786', 'R_344', 'R_273', 'R_581', 'R_589', 'R_463', 'R_302', 'R_618', 'R_546', 'R_389', 'R_388', 'R_738', 'R_788', 'R_325', 'R_419', 'R_379', 'R_607', 'R_428', 'R_716', 'R_647', 'R_31', 'R_496']",0,1.0
15,Bin 16,0,"['R_176', 'R_469', 'R_693', 'R_277', 'R_3', 'R_782', 'R_312', 'R_555', 'R_84', 'R_252', 'R_623', 'R_278', 'R_363', 'R_62', 'R_289', 'R_39', 'R_165', 'R_11', 'R_124', 'R_733', 'P_7', 'R_134', 'R_169', 'R_95', 'R_72', 'R_234', 'R_599', 'R_253', 'R_654', 'R_287', 'R_671', 'R_435', 'R_738', 'R_618', 'R_152', 'R_680', 'R_182', 'R_217', 'R_463']",0,1.0
16,Bin 17,0,"['R_18', 'R_717', 'R_301', 'R_575', 'R_577', 'R_694', 'R_36', 'R_305', 'R_495', 'R_414', 'R_143', 'R_504', 'R_60', 'R_750', 'R_116', 'R_192', 'R_732', 'R_272', 'R_466', 'R_287', 'R_340', 'R_658', 'R_124', 'R_440', 'R_259', 'R_677', 'R_582', 'R_221', 'R_248', 'R_621', 'R_57', 'R_568', 'R_574', 'R_371', 'R_281', 'R_451', 'R_253', 'R_624', 'R_701']",0,1.0
17,Bin 18,0,"['R_494', 'R_320', 'R_564', 'R_578', 'R_89', 'R_306', 'R_11', 'R_292', 'R_139', 'R_120', 'R_137', 'R_445', 'R_315', 'P_6', 'R_294', 'R_774', 'R_240', 'R_285', 'R_587', 'R_508', 'R_447', 'R_434', 'R_353', 'R_182', 'R_32', 'R_787', 'R_17', 'R_671', 'R_41', 'R_308', 'R_761', 'R_160', 'P_7', 'R_440', 'R_30', 'R_464']",0,1.0
18,Bin 19,0,"['R_477', 'R_144', 'R_122', 'R_260', 'R_104', 'R_561', 'R_406', 'R_622', 'R_232', 'R_92', 'R_77', 'R_705', 'R_138', 'R_175', 'R_724', 'R_651', 'P_10', 'R_570', 'R_656', 'R_686', 'R_455', 'R_363', 'R_496', 'R_292', 'R_534', 'R_592', 'R_778']",0,1.0
19,Bin 20,0,"['R_387', 'R_697', 'R_532', 'R_674', 'R_630', 'R_626', 'R_129', 'R_608', 'R_581', 'R_109', 'R_613', 'R_478', 'R_457', 'R_244', 'R_145', 'R_271', 'R_582', 'R_254', 'R_450', 'R_507', 'R_584', 'R_520', 'R_695', 'R_401', 'R_652', 'R_144', 'R_717', 'R_346', 'R_409', 'R_480', 'R_140', 'R_615', 'R_736', 'R_469', 'R_427', 'R_776', 'R_380', 'R_278', 'R_224', 'R_561', 'R_443', 'R_623', 'R_318', 'R_38', 'R_333', 'R_585']",0,1.0
20,Bin 21,0,"['R_33', 'R_248', 'R_191', 'R_47', 'R_285', 'R_64', 'R_621', 'R_302', 'R_531', 'R_150', 'R_308', 'R_342', 'R_506', 'R_98', 'R_352', 'R_741', 'R_684', 'R_146', 'R_770', 'R_194', 'R_669', 'R_692', 'R_566', 'R_616', 'R_686', 'R_27', 'R_615', 'R_104', 'R_238', 'R_435', 'R_86', 'R_734', 'R_769', 'R_206', 'R_126', 'R_4', 'R_200']",0,1.0
21,Bin 22,0,"['R_751', 'R_60', 'R_123', 'R_706', 'R_151', 'R_503', 'R_320', 'R_727', 'R_107', 'R_117', 'R_665', 'R_300', 'R_690', 'R_38', 'R_691', 'R_714', 'R_739', 'R_661', 'R_404', 'R_604', 'R_113', 'R_26', 'R_756', 'R_48', 'R_646', 'R_268', 'R_162', 'R_218', 'R_649', 'R_746', 'R_3', 'R_774', 'R_775', 'R_296', 'R_110', 'R_214', 'R_683', 'R_499', 'R_204', 'R_230', 'R_652', 'R_634', 'R_448', 'R_492']",0,1.0
22,Bin 23,0,"['R_198', 'R_191', 'R_414', 'R_541', 'R_724', 'R_755', 'R_748', 'R_336', 'R_513', 'R_711', 'R_616', 'R_254', 'R_211', 'R_446', 'R_741', 'R_220', 'R_121', 'R_511', 'R_180', 'R_86', 'R_73', 'R_759', 'R_549', 'R_576', 'R_96', 'R_555', 'R_29', 'R_574', 'R_252', 'R_767', 'R_353', 'R_459', 'R_354', 'R_488', 'R_166', 'R_786', 'R_452', 'R_329']",0,1.0
23,Bin 24,0,"['R_571', 'R_171', 'R_244', 'R_582', 'R_773', 'R_247', 'R_614', 'R_514', 'R_179', 'R_229', 'R_760', 'R_569', 'R_639', 'R_330', 'R_75', 'R_141', 'R_140', 'R_23', 'R_224', 'R_540', 'R_590', 'R_30', 'R_338', 'R_84', 'R_490', 'R_453', 'R_659', 'R_395', 'R_447', 'R_669', 'R_622', 'R_227', 'R_604', 'R_107', 'R_779', 'R_60', 'R_128', 'R_600', 'R_356', 'R_603', 'R_344']",0,1.0
24,Bin 25,0,"['R_295', 'R_227', 'R_399', 'R_692', 'R_631', 'R_682', 'R_147', 'R_391', 'R_378', 'R_132', 'R_459', 'R_703', 'R_106', 'R_360', 'R_84', 'R_619', 'R_709', 'R_367', 'R_90', 'R_784', 'R_161', 'R_230', 'R_510', 'R_353', 'R_446', 'R_515', 'R_320', 'R_3', 'R_613', 'R_70', 'R_267', 'R_263', 'R_184', 'R_685', 'R_14', 'R_505', 'R_779', 'R_177', 'R_468', 'R_635', 'R_758', 'R_4']",0,1.0
25,Bin 26,0,"['R_141', 'R_593', 'R_225', 'R_178', 'R_184', 'R_146', 'R_575', 'R_434', 'R_393', 'R_171', 'R_468', 'R_221', 'R_722', 'R_407', 'R_272', 'R_16', 'R_145', 'R_181', 'R_234', 'R_411', 'R_317', 'R_148', 'R_479', 'R_425', 'R_426', 'R_302', 'R_577', 'R_2', 'R_647', 'R_205', 'R_424', 'R_451', 'R_776', 'R_637', 'R_537', 'R_88', 'R_219']",0,1.0
26,Bin 27,0,"['R_79', 'R_620', 'R_465', 'R_318', 'R_455', 'R_384', 'R_418', 'R_62', 'R_683', 'R_780', 'R_573', 'R_357', 'R_365', 'R_403', 'R_432', 'R_273', 'R_666', 'R_252', 'R_125', 'R_765', 'R_12', 'R_361', 'R_757', 'R_111', 'R_7', 'R_164', 'R_539', 'R_213', 'R_90', 'R_323', 'R_674', 'R_183', 'R_94', 'R_191', 'R_115', 'R_758', 'R_380', 'R_309', 'R_200']",0,1.0
27,Bin 28,0,"['R_643', 'R_168', 'R_717', 'R_265', 'R_173', 'R_348', 'R_376', 'R_783', 'R_543', 'R_536', 'R_103', 'R_240', 'R_111', 'R_546', 'R_322', 'R_332', 'R_663', 'R_96', 'R_388', 'R_450', 'R_382', 'R_494', 'R_128', 'R_155', 'R_39', 'R_366', 'R_147', 'R_195', 'R_207', 'R_47', 'R_780', 'R_324', 'R_509']",0,1.0
28,Bin 29,0,"['R_482', 'R_784', 'R_407', 'R_204', 'R_303', 'R_585', 'R_97', 'R_323', 'R_183', 'R_1', 'R_733', 'R_418', 'R_466', 'R_36', 'R_625', 'R_236', 'R_430', 'R_335', 'R_391', 'R_682', 'R_743', 'R_192', 'R_535', 'P_6', 'R_368', 'R_356', 'R_544', 'R_207', 'R_619', 'R_523', 'R_684', 'R_300', 'R_537', 'R_637', 'R_338', 'R_383', 'R_112', 'R_32', 'R_126', 'R_136', 'R_629', 'R_190', 'R_166', 'R_80', 'R_642', 'R_27']",0,1.0
29,Bin 30,0,"['R_287', 'R_74', 'R_378', 'R_543', 'R_709', 'R_354', 'R_750', 'R_676', 'R_742', 'R_620', 'R_598', 'R_719', 'R_634', 'R_94', 'R_410', 'R_687', 'R_542', 'R_298', 'R_603', 'R_285', 'R_380', 'R_132', 'R_294', 'R_746', 'R_437', 'R_611', 'R_788', 'R_85', 'R_141', 'R_131', 'R_101', 'R_8', 'R_755', 'R_723', 'R_393', 'R_583', 'R_317']",0,1.0
30,Bin 31,0,"['R_174', 'R_564', 'R_235', 'R_671', 'R_390', 'R_58', 'R_22', 'R_119', 'R_789', 'R_455', 'R_762', 'R_217', 'R_195', 'R_519', 'R_27', 'R_6', 'R_448', 'R_333', 'R_280', 'R_13', 'R_736', 'R_636', 'R_537', 'R_675', 'R_61', 'R_276', 'R_771', 'R_199', 'R_73', 'R_303', 'R_36', 'R_371', 'R_562', 'R_399', 'R_237', 'R_531', 'R_348', 'R_299', 'R_193', 'R_600', 'R_178', 'R_143', 'R_769', 'R_560']",0,1.0
31,Bin 32,0,"['R_760', 'R_679', 'R_65', 'R_104', 'R_761', 'R_183', 'R_179', 'R_713', 'R_106', 'R_420', 'R_539', 'R_159', 'R_719', 'R_458', 'R_474', 'R_610', 'R_553', 'R_422', 'R_599', 'R_544', 'R_777', 'R_572', 'R_347', 'R_353', 'R_559', 'R_693', 'R_674', 'R_551', 'R_591', 'R_775', 'R_332', 'R_274', 'R_708', 'R_197', 'R_431', 'R_665']",0,1.0
32,Bin 33,0,"['R_672', 'R_774', 'R_682', 'R_289', 'R_64', 'R_570', 'R_566', 'R_189', 'R_611', 'R_537', 'P_10', 'R_334', 'R_143', 'R_463', 'R_638', 'R_535', 'R_42', 'R_443', 'R_170', 'R_580', 'R_125', 'R_401', 'R_81', 'R_515', 'R_567', 'R_155', 'R_706', 'R_475', 'R_366', 'R_720', 'R_5', 'R_34', 'R_268', 'R_470', 'R_235', 'R_420', 'R_246', 'R_609']",0,1.0
33,Bin 34,0,"['R_94', 'R_352', 'R_511', 'R_130', 'R_777', 'R_39', 'R_708', 'R_99', 'R_268', 'R_288', 'R_565', 'R_425', 'R_400', 'R_211', 'R_275', 'R_502', 'R_497', 'R_450', 'R_538', 'R_212', 'R_491', 'R_527', 'R_41', 'R_108', 'R_680', 'R_92', 'R_71']",0,1.0
34,Bin 35,0,"['R_749', 'R_51', 'R_647', 'R_290', 'R_142', 'R_430', 'R_437', 'R_16', 'R_389', 'R_541', 'R_25', 'R_368', 'R_181', 'P_9', 'R_175', 'R_575', 'R_442', 'R_327', 'R_65', 'R_555', 'R_119', 'R_319', 'R_278', 'R_658', 'R_433', 'R_282', 'R_730', 'R_593', 'R_334', 'R_373', 'R_54', 'R_243', 'R_770', 'R_299', 'R_149', 'R_10', 'R_50', 'R_490', 'R_212', 'R_294', 'R_557', 'R_7', 'R_214', 'R_262', 'R_482', 'R_259', 'R_293', 'R_321', 'R_315', 'R_330', 'R_295', 'R_718', 'R_316', 'R_238']",0,1.0
35,Bin 36,0,"['R_656', 'R_190', 'R_9', 'R_408', 'R_65', 'R_215', 'R_382', 'R_699', 'R_429', 'R_571', 'R_22', 'R_310', 'R_652', 'R_615', 'R_71', 'R_297', 'R_758', 'R_377', 'R_415', 'R_238', 'R_706', 'R_412', 'R_114', 'R_545', 'R_721', 'R_557', 'R_49', 'R_775', 'R_316', 'R_332', 'R_710', 'R_672', 'R_27', 'R_6', 'R_732', 'R_79', 'R_416']",0,1.0
36,Bin 37,0,"['R_310', 'R_427', 'R_23', 'R_305', 'R_585', 'R_372', 'R_745', 'R_744', 'R_700', 'R_403', 'R_646', 'R_781', 'R_461', 'R_120', 'R_769', 'R_216', 'R_408', 'R_183', 'R_681', 'R_196', 'R_268', 'R_489', 'R_485', 'R_556', 'R_718', 'R_507', 'R_660', 'R_293', 'R_292', 'R_626', 'R_629', 'R_747', 'R_577', 'R_552', 'R_789', 'R_304', 'R_215', 'R_2', 'R_539', 'R_460', 'R_325', 'R_356', 'R_695', 'R_56']",0,1.0
37,Bin 38,0,"['R_578', 'R_670', 'R_205', 'R_471', 'R_543', 'R_271', 'R_239', 'R_760', 'R_777', 'R_790', 'R_489', 'R_497', 'R_452', 'R_780', 'R_48', 'R_415', 'R_532', 'R_614', 'R_734', 'R_517', 'R_154', 'R_581', 'R_104', 'R_160', 'R_396', 'R_311', 'R_573', 'R_628', 'R_73', 'R_283', 'R_83', 'R_59', 'R_47', 'R_666', 'R_557', 'R_252', 'R_10', 'R_634', 'R_495', 'R_435', 'R_120', 'R_226', 'R_542', 'R_530', 'R_86', 'R_426']",0,1.0
38,Bin 39,0,"['R_476', 'R_496', 'R_455', 'R_359', 'R_567', 'R_112', 'R_712', 'R_342', 'R_783', 'R_559', 'R_432', 'R_164', 'R_633', 'R_29', 'R_256', 'R_364', 'R_441', 'R_344', 'R_363', 'R_312', 'R_394', 'R_127', 'R_379', 'R_109', 'R_440', 'R_518', 'R_76', 'R_322', 'R_697', 'R_269', 'R_752', 'R_500', 'R_561', 'R_620', 'R_351', 'R_154', 'R_687']",0,1.0
39,Bin 40,0,"['R_432', 'R_454', 'R_223', 'R_725', 'R_342', 'R_313', 'R_651', 'R_700', 'R_86', 'R_53', 'R_321', 'R_37', 'R_611', 'R_337', 'R_83', 'R_143', 'R_636', 'R_256', 'R_103', 'R_279', 'R_618', 'R_181', 'R_150', 'R_236', 'R_698', 'R_639', 'R_266', 'R_790', 'R_346', 'R_488', 'R_192', 'P_10', 'R_687', 'R_731', 'R_30']",0,1.0
40,Bin 41,0,"['R_399', 'R_128', 'R_692', 'R_378', 'R_548', 'R_132', 'R_248', 'R_459', 'R_161', 'R_131', 'R_515', 'R_3', 'R_613', 'R_267', 'R_263', 'R_468', 'R_4', 'R_94', 'R_29', 'R_130', 'R_39', 'R_99', 'R_288', 'R_425', 'R_60', 'R_497', 'R_450', 'R_212', 'R_527', 'R_650', 'R_108']",0,1.0
41,Bin 42,0,"['R_295', 'R_682', 'R_147', 'R_391', 'R_703', 'R_757', 'R_360', 'R_84', 'R_83', 'R_709', 'R_367', 'R_784', 'R_230', 'R_510', 'R_290', 'R_353', 'R_320', 'R_184', 'R_685', 'R_779', 'R_412', 'R_177', 'R_635', 'R_531', 'R_352', 'R_708', 'R_268', 'R_125', 'R_400', 'R_211', 'R_245', 'R_275', 'R_502', 'R_538', 'R_41', 'R_680']",0,1.0
42,Bin 43,0,"['R_176', 'R_469', 'R_422', 'R_555', 'R_39', 'R_253', 'R_197', 'R_90', 'R_260', 'R_724', 'R_363', 'R_320', 'R_459', 'R_564', 'R_89', 'R_11', 'R_120', 'R_137', 'R_445', 'R_349', 'R_294', 'R_774', 'R_788', 'R_434', 'R_308', 'R_761', 'R_160', 'P_7', 'R_440', 'R_30', 'R_464']",0,1.0
43,Bin 44,0,"['R_248', 'R_481', 'R_3', 'R_466', 'R_312', 'R_84', 'R_11', 'R_8', 'R_618', 'R_166', 'R_9', 'R_38', 'R_144', 'R_578', 'R_10', 'R_306', 'R_139', 'R_240', 'R_285', 'R_587', 'R_508', 'R_95', 'R_447', 'R_353', 'R_182', 'R_787', 'R_17']",0,1.0
44,Bin 45,0,"['R_162', 'R_94', 'R_352', 'R_777', 'R_39', 'R_452', 'R_708', 'R_427', 'R_565', 'R_425', 'R_211', 'R_275', 'R_538', 'R_92', 'R_687', 'R_372', 'R_744', 'R_403', 'R_646', 'R_255', 'R_781', 'R_408', 'R_196', 'R_556', 'R_131', 'R_718', 'R_507', 'R_438', 'R_660', 'R_293', 'R_530', 'R_626', 'R_789', 'R_304', 'R_2', 'R_742', 'R_539', 'R_460', 'R_356', 'R_695']",0,1.0
45,Bin 46,0,"['R_91', 'R_511', 'R_99', 'R_268', 'R_400', 'R_502', 'R_497', 'R_457', 'R_450', 'R_88', 'R_212', 'R_527', 'R_41', 'R_108', 'R_466', 'R_680', 'R_86', 'R_310', 'R_23', 'R_305', 'R_585', 'R_745', 'R_120', 'R_769', 'R_216', 'R_485', 'R_629', 'R_577', 'R_552']",0,1.0
46,Bin 47,0,"['R_235', 'R_4', 'R_97', 'R_725', 'R_288', 'R_592', 'R_256', 'R_289', 'R_708', 'R_612', 'R_670', 'R_701', 'R_125', 'R_553', 'R_264', 'R_380', 'R_310', 'R_23', 'R_372', 'R_646', 'R_781', 'R_681', 'R_718', 'R_629', 'R_539', 'R_633', 'R_620', 'R_465', 'R_384', 'R_238', 'R_683', 'R_780', 'R_573', 'R_357', 'R_403', 'R_17', 'R_273', 'R_252', 'R_295', 'R_361', 'R_757', 'R_692', 'R_111', 'R_80', 'R_164', 'R_323', 'R_183', 'R_94', 'R_86', 'R_191', 'R_115']",0,1.0
47,Bin 48,0,"['R_727', 'R_124', 'R_69', 'R_241', 'R_704', 'R_516', 'R_471', 'R_64', 'R_398', 'R_6', 'R_745', 'R_744', 'R_403', 'R_650', 'R_196', 'R_756', 'R_660', 'R_788', 'R_789', 'R_79', 'R_232', 'R_418', 'R_447', 'R_365', 'R_666', 'R_125', 'R_7', 'R_561', 'R_90', 'R_674', 'R_261', 'R_758', 'R_309', 'R_34', 'R_200']",0,1.0
48,Bin 49,0,"['R_546', 'R_646', 'R_570', 'R_74', 'R_569', 'R_354', 'R_94', 'R_603', 'R_380', 'R_350', 'R_24', 'R_141', 'R_10', 'R_728', 'R_209', 'R_29', 'R_190', 'R_119', 'R_713', 'R_651', 'R_695', 'R_235', 'R_606', 'R_395', 'R_243', 'R_358', 'R_5']",0,1.0
49,Bin 50,0,"['R_429', 'R_265', 'R_133', 'R_464', 'R_102', 'R_273', 'R_463', 'R_27', 'R_389', 'R_388', 'R_83', 'R_325', 'R_742', 'R_294', 'R_300', 'R_746', 'R_131', 'R_542', 'R_215', 'R_739', 'R_729', 'R_205', 'R_40', 'R_373', 'R_758', 'R_664', 'R_421', 'R_132', 'R_84', 'R_711', 'R_499', 'R_111', 'R_766']",0,1.0
