,Bin #,Score,Bins
0,Bin 1,2733.4580078639638,"['P_2', 'P_5', 'P_10', 'P_4']"
1,Bin 2,2698.1189666919017,"['P_2', 'P_9', 'P_3', 'P_4']"
2,Bin 3,2695.2518731443524,"['P_9', 'P_2', 'P_5', 'P_3']"
3,Bin 4,2678.2263475616437,"['P_2', 'P_10', 'P_3', 'P_7']"
4,Bin 5,2637.8571780854795,"['P_5', 'P_10', 'P_6', 'P_1']"
5,Bin 6,2609.588425297039,"['P_2', 'P_7', 'P_10', 'P_4']"
6,Bin 7,2444.0838939225346,"['P_6', 'P_4', 'P_5']"
7,Bin 8,2407.1191099092653,"['P_2', 'P_5', 'P_3']"
8,Bin 9,2407.1191099092653,"['P_5', 'P_3', 'P_2']"
9,Bin 10,2391.018733466029,"['P_3', 'P_8', 'P_2']"
10,Bin 11,2388.181941009286,"['P_2', 'P_5', 'P_10']"
11,Bin 12,2379.8825517719897,"['P_3', 'P_2', 'P_10']"
12,Bin 13,2371.816824423288,"['P_2', 'P_4', 'P_5']"
13,Bin 14,2358.5424587577245,"['P_4', 'P_6', 'P_9']"
14,Bin 15,2358.5424587577245,"['P_4', 'P_9', 'P_6']"
15,Bin 16,2353.233064150974,"['P_6', 'P_10', 'P_7']"
16,Bin 17,2353.233064150974,"['P_7', 'P_10', 'P_6']"
17,Bin 18,2315.373361308062,"['P_10', 'P_4', 'P_7']"
18,Bin 19,2315.373361308062,"['P_7', 'P_10', 'P_4']"
19,Bin 20,2313.7126299736897,"['P_5', 'P_10', 'P_6']"
20,Bin 21,2307.3618405227508,"['P_10', 'P_7', 'P_5']"
21,Bin 22,2301.333299423077,"['P_7', 'P_8', 'P_5']"
22,Bin 23,2294.857673490077,"['P_9', 'P_3', 'P_2']"
23,Bin 24,2280.7734508890285,"['P_5', 'P_9', 'P_1']"
24,Bin 25,2280.607851656629,"['P_4', 'P_10', 'P_9']"
25,Bin 26,2276.3089127733647,"['P_3', 'P_4', 'P_6']"
26,Bin 27,2253.7690571818835,"['P_9', 'P_6', 'P_10']"
27,Bin 28,2243.970199380521,"['P_8', 'P_4', 'P_7']"
28,Bin 29,2238.538607823472,"['P_2', 'P_9', 'P_6']"
29,Bin 30,2224.8693623986815,"['P_7', 'P_9', 'P_5']"
30,Bin 31,2223.2131828015686,"['P_10', 'P_5', 'P_8']"
31,Bin 32,2216.360050480174,"['P_7', 'P_6', 'P_2']"
32,Bin 33,2178.413590890153,"['P_5', 'P_10', 'P_9']"
33,Bin 34,1801.614064833243,"['P_5', 'P_4']"
34,Bin 35,1801.614064833243,"['P_4', 'P_5']"
35,Bin 36,1782.4961543295951,"['P_5', 'P_2']"
36,Bin 37,1770.3797857137831,"['P_10', 'P_2']"
37,Bin 38,1765.4440841970452,"['P_4', 'P_6']"
38,Bin 39,1765.4440841970452,"['P_6', 'P_4']"
39,Bin 40,1760.6051970275043,"['P_3', 'P_2']"
40,Bin 42,1720.140126603481,"['P_5', 'P_6']"
41,Bin 45,1680.941985547842,"['P_7', 'P_8']"
42,Bin 50,345.75712139695406,"['R_33', 'P_9', 'P_2']"
43,Bin 49,318.7111707862508,"['P_5', 'P_4', 'R_35']"
44,Bin 47,119.56256891780602,"['P_3', 'R_22', 'P_7', 'R_17']"
45,Bin 41,0.0,"['R_23', 'R_27', 'R_22', 'P_4']"
46,Bin 43,0.0,['P_3']
47,Bin 44,0.0,['P_10']
48,Bin 46,0.0,['P_5']
49,Bin 48,0.0,"['P_2', 'R_24', 'R_8', 'R_29', 'P_1']"
