,0
,Bin 1
Bin #,"['P_8', 'P_3', 'P_2', 'P_4']"
Top Bin of Features:,2027.9768453773993
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5355
Number of Instances with Mismatch(es) in Bin:,4645
p-value from Log Rank Test:,0.0
