,precision,recall,f1-score,support
0,0.9337068160597572,1.0,0.9657170449058426,5000.0
1,1.0,0.929,0.9631933644375325,5000.0
accuracy,0.9645,0.9645,0.9645,0.9645
macro avg,0.9668534080298786,0.9645,0.9644552046716875,10000.0
weighted avg,0.9668534080298786,0.9645,0.9644552046716875,10000.0
