,0
,Bin 1
Bin #,"['P_7', 'P_3', 'P_8', 'P_10']"
Top Bin of Features:,3061.837835859082
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5354
Number of Instances with Mismatch(es) in Bin:,4646
p-value from Log Rank Test:,0.0
