,0
,Bin 1
Bin #,"['P_2', 'P_6', 'P_3', 'P_4']"
Top Bin of Features:,2829.450847470644
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5369
Number of Instances with Mismatch(es) in Bin:,4631
p-value from Log Rank Test:,0.0
