,0
,Bin 1
Bin #,"['P_9', 'P_10', 'P_7', 'P_1', 'P_4']"
Top Bin of Features:,9094.783852154473
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5102
Number of Instances with Mismatch(es) in Bin:,4898
p-value from Log Rank Test:,0.0
