,Bin #,Score,Bins
0,Bin 18,2651.3557202762067,"['P_4', 'P_9', 'P_8', 'P_10', 'P_3']"
1,Bin 30,2487.5406437531065,"['P_1', 'P_5', 'P_2', 'P_3', 'P_4']"
2,Bin 13,1984.4393075880919,"['P_2', 'P_9', 'P_1', 'P_5']"
3,Bin 16,1954.415686144886,"['P_8', 'P_5', 'P_1', 'P_4']"
4,Bin 19,1944.7771978610965,"['P_5', 'P_3', 'P_1', 'P_2']"
5,Bin 34,1891.1972026992944,"['P_2', 'P_6', 'P_9', 'P_5']"
6,Bin 22,1182.018966917488,"['P_10', 'R_6', 'P_9', 'P_2', 'P_1', 'P_6']"
7,Bin 14,1103.5217173022295,"['P_3', 'P_2', 'P_6', 'P_8', 'P_5', 'R_2']"
8,Bin 2,790.8235102261914,"['P_5', 'R_16', 'P_1', 'P_2', 'P_4']"
9,Bin 23,751.1366182230626,"['P_3', 'P_1', 'P_6', 'P_5', 'R_8']"
10,Bin 37,716.7232710792317,"['P_5', 'P_2', 'P_4', 'R_18', 'P_1']"
11,Bin 9,687.8900635002441,"['P_5', 'P_10', 'P_9', 'R_2', 'P_6', 'R_24', 'P_1']"
12,Bin 35,671.6019355489944,"['P_9', 'R_40', 'P_2', 'P_10', 'P_5']"
13,Bin 29,666.9521889494586,"['P_6', 'P_3', 'R_26', 'P_7', 'P_9']"
14,Bin 40,646.1769217304721,"['P_8', 'P_4', 'P_5', 'P_9', 'R_10']"
15,Bin 15,638.8157978275667,"['P_6', 'P_1', 'P_5', 'R_40', 'P_2']"
16,Bin 27,631.3194783086836,"['P_4', 'P_9', 'P_8', 'P_3', 'R_36']"
17,Bin 24,615.3002925264584,"['P_8', 'P_3', 'P_10', 'P_7', 'R_31', 'P_4', 'R_3']"
18,Bin 43,598.8853409851087,"['P_8', 'R_25', 'R_19', 'P_10', 'P_4', 'P_5', 'P_1', 'P_3', 'R_4']"
19,Bin 39,568.7169119919255,"['P_8', 'R_25', 'R_19', 'P_5', 'P_10', 'R_14', 'P_3', 'P_2', 'P_4']"
20,Bin 26,507.47298170276645,"['P_7', 'P_1', 'R_16', 'P_4']"
21,Bin 20,497.2635939428137,"['P_10', 'R_24', 'P_4', 'R_6', 'P_9', 'P_5']"
22,Bin 21,473.47012990187136,"['P_1', 'P_4', 'P_8', 'R_20']"
23,Bin 8,470.9688831591038,"['P_5', 'P_2', 'R_6', 'P_6']"
24,Bin 17,465.72300797136415,"['P_1', 'P_3', 'P_9', 'R_25', 'R_30', 'P_4']"
25,Bin 38,462.2107309648192,"['P_3', 'P_7', 'P_9', 'R_16']"
26,Bin 33,459.31842046383935,"['P_3', 'P_1', 'R_31', 'P_2']"
27,Bin 10,458.93192572064277,"['P_5', 'P_6', 'R_6', 'P_3']"
28,Bin 3,458.18112945364163,"['P_9', 'P_3', 'P_5', 'R_2']"
29,Bin 25,454.0108317901693,"['P_3', 'P_9', 'P_6', 'R_19', 'P_8', 'R_30', 'P_10', 'R_25', 'P_4', 'R_26']"
30,Bin 7,448.31131481916725,"['P_1', 'P_4', 'P_2', 'R_31']"
31,Bin 6,446.6749643022072,"['R_6', 'P_3', 'P_10', 'R_31', 'P_2', 'P_4']"
32,Bin 12,445.7687493721517,"['P_4', 'P_2', 'P_9', 'R_2', 'R_29', 'P_8']"
33,Bin 28,435.69852067926894,"['P_7', 'P_1', 'P_8', 'R_26']"
34,Bin 11,433.9927871838862,"['P_5', 'R_6', 'R_10', 'P_8', 'P_9', 'P_6', 'P_3', 'R_5']"
35,Bin 1,430.84346372022713,"['P_5', 'P_3', 'P_4', 'R_24', 'P_2', 'R_28']"
36,Bin 36,420.2245703229293,"['P_5', 'P_4', 'R_33', 'P_3', 'R_28', 'P_6']"
37,Bin 4,416.57425025373635,"['P_6', 'P_4', 'P_1', 'R_34']"
38,Bin 31,414.01345083673857,"['P_5', 'P_4', 'P_2', 'R_28']"
39,Bin 5,413.4419844369513,"['P_8', 'P_9', 'P_7', 'R_14', 'P_3', 'R_5']"
40,Bin 32,411.095952040509,"['P_3', 'P_10', 'P_2', 'R_29']"
41,Bin 48,260.39159315820507,"['P_1', 'P_5', 'R_6']"
42,Bin 44,204.3835875082929,"['P_2', 'P_3', 'R_1']"
43,Bin 50,71.96462655834816,"['P_3', 'P_2', 'R_40', 'R_17']"
44,Bin 47,62.21513378758355,"['P_6', 'P_3', 'R_39', 'R_29', 'R_26']"
45,Bin 41,50.48899783220931,"['P_9', 'R_10', 'R_14', 'R_9', 'P_10', 'R_12']"
46,Bin 45,43.17669857501469,"['P_6', 'R_21', 'R_22', 'P_7', 'R_25']"
47,Bin 49,23.789249133944068,"['R_40', 'R_31', 'P_5']"
48,Bin 42,13.434221788783717,"['R_14', 'P_3', 'R_5', 'R_38', 'R_31']"
49,Bin 46,0.0,"['P_8', 'R_14']"
