,0
,Bin 1
Bin #,"['P_4', 'P_2', 'P_6', 'P_5']"
Top Bin of Features:,2473.3234763330884
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5359
Number of Instances with Mismatch(es) in Bin:,4641
p-value from Log Rank Test:,0.0
