,precision,recall,f1-score,support
0,0.9323140033563304,1.0,0.9649715333397665,5000.0
1,1.0,0.9274,0.9623326761440282,5000.0
accuracy,0.9637,0.9637,0.9637,0.9637
macro avg,0.9661570016781652,0.9637,0.9636521047418973,10000.0
weighted avg,0.9661570016781652,0.9637,0.9636521047418973,10000.0
