,0
,Bin 1
Bin #,"['P_4', 'P_2', 'P_6', 'P_1', 'P_9']"
Top Bin of Features:,2630.70291802619
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5116
Number of Instances with Mismatch(es) in Bin:,4884
p-value from Log Rank Test:,0.0
