,precision,recall,f1-score,support
0,0.9761811792268645,1.0,0.9879470460383324,5000.0
1,1.0,0.9756,0.9876493217250456,5000.0
accuracy,0.9878,0.9878,0.9878,0.9878
macro avg,0.9880905896134322,0.9878,0.9877981838816889,10000.0
weighted avg,0.9880905896134322,0.9878,0.9877981838816889,10000.0
