,Bin #,Score,Bins
0,Bin 1,2620.1686971941203,"['P_5', 'P_8', 'P_2', 'P_7', 'P_10']"
1,Bin 2,2476.6647511201436,"['P_5', 'P_2', 'P_4', 'P_8']"
2,Bin 3,2455.5286076236926,"['P_2', 'P_7', 'P_3', 'P_5']"
3,Bin 4,2447.6400261171193,"['P_4', 'P_6', 'P_5', 'P_1']"
4,Bin 5,2447.6400261171193,"['P_4', 'P_5', 'P_1', 'P_6']"
5,Bin 6,2437.140482758331,"['P_3', 'P_8', 'P_7', 'P_10']"
6,Bin 7,2431.650580989356,"['P_8', 'P_1', 'P_6', 'P_4']"
7,Bin 8,2429.327459872386,"['P_2', 'P_10', 'P_8', 'P_5']"
8,Bin 162,2424.356220501487,"['P_2', 'P_7', 'P_1', 'P_4']"
9,Bin 9,2409.6407199775094,"['P_3', 'P_2', 'P_6', 'P_10']"
10,Bin 10,2402.0501999122625,"['P_6', 'P_10', 'P_5', 'P_7']"
11,Bin 11,2401.4847311109775,"['P_5', 'P_3', 'P_7', 'P_6']"
12,Bin 12,2400.165284545684,"['P_5', 'P_1', 'P_3', 'P_6']"
13,Bin 13,2378.4383656598916,"['P_8', 'P_6', 'P_5', 'P_10']"
14,Bin 14,2360.9679650384505,"['P_2', 'P_1', 'P_6', 'P_10']"
15,Bin 15,2334.0957022847097,"['P_6', 'P_5', 'P_8', 'P_7']"
16,Bin 16,2157.4490470410683,"['P_2', 'P_4', 'P_8']"
17,Bin 17,2157.4490470410683,"['P_4', 'P_2', 'P_8']"
18,Bin 18,2157.4490470410683,"['P_4', 'P_8', 'P_2']"
19,Bin 19,2157.4490470410683,"['P_2', 'P_8', 'P_4']"
20,Bin 20,2157.4490470410683,"['P_8', 'P_2', 'P_4']"
21,Bin 21,2142.148075483128,"['P_2', 'P_4', 'P_1']"
22,Bin 22,2137.079665746005,"['P_5', 'P_3', 'P_2']"
23,Bin 23,2133.6285472599066,"['P_2', 'P_6', 'P_4']"
24,Bin 24,2133.186261076174,"['P_4', 'P_6', 'P_1']"
25,Bin 25,2133.186261076174,"['P_1', 'P_6', 'P_4']"
26,Bin 26,2131.5704487258026,"['P_3', 'P_2', 'P_4']"
27,Bin 27,2131.5704487258026,"['P_3', 'P_4', 'P_2']"
28,Bin 189,2131.5704487258026,"['P_4', 'P_2', 'P_3']"
29,Bin 28,2129.139098647129,"['P_6', 'P_10', 'P_7']"
30,Bin 29,2128.339345645999,"['P_6', 'P_5', 'P_4']"
31,Bin 30,2128.339345645999,"['P_5', 'P_4', 'P_6']"
32,Bin 31,2128.339345645999,"['P_4', 'P_6', 'P_5']"
33,Bin 32,2128.0395828899736,"['P_9', 'P_4', 'P_2']"
34,Bin 33,2119.4407607570756,"['P_4', 'P_6', 'P_10']"
35,Bin 34,2118.502722203943,"['P_8', 'P_10', 'P_2']"
36,Bin 35,2118.502722203943,"['P_10', 'P_2', 'P_8']"
37,Bin 36,2118.502722203943,"['P_2', 'P_10', 'P_8']"
38,Bin 37,2118.502722203943,"['P_10', 'P_8', 'P_2']"
39,Bin 38,2114.937938640102,"['P_8', 'P_10', 'P_7']"
40,Bin 39,2114.937938640102,"['P_10', 'P_8', 'P_7']"
41,Bin 181,2114.937938640102,"['P_7', 'P_10', 'P_8']"
42,Bin 40,2111.5328320037265,"['P_6', 'P_3', 'P_7']"
43,Bin 41,2111.5328320037265,"['P_3', 'P_6', 'P_7']"
44,Bin 42,2111.5328320037265,"['P_6', 'P_7', 'P_3']"
45,Bin 43,2104.556494365467,"['P_4', 'P_6', 'P_8']"
46,Bin 44,2104.556494365467,"['P_4', 'P_8', 'P_6']"
47,Bin 45,2102.585346894471,"['P_4', 'P_6', 'P_7']"
48,Bin 46,2102.585346894471,"['P_6', 'P_4', 'P_7']"
49,Bin 47,2100.6820370033765,"['P_3', 'P_7', 'P_8']"
50,Bin 48,2100.6820370033765,"['P_7', 'P_3', 'P_8']"
51,Bin 49,2097.2762229402874,"['P_10', 'P_2', 'P_4']"
52,Bin 50,2093.0262707171637,"['P_3', 'P_8', 'P_5']"
53,Bin 51,2085.24312755223,"['P_5', 'P_4', 'P_8']"
54,Bin 52,2085.24312755223,"['P_4', 'P_8', 'P_5']"
55,Bin 53,2084.0196306753332,"['P_1', 'P_4', 'P_9']"
56,Bin 164,2080.340730029966,"['P_8', 'P_2', 'P_1']"
57,Bin 54,2079.4685296649177,"['P_3', 'P_7', 'P_2']"
58,Bin 55,2079.4685296649177,"['P_2', 'P_3', 'P_7']"
59,Bin 56,2077.9047050275867,"['P_7', 'P_3', 'P_10']"
60,Bin 57,2077.774480221797,"['P_2', 'P_8', 'P_3']"
61,Bin 58,2077.774480221797,"['P_3', 'P_8', 'P_2']"
62,Bin 59,2077.2804230884203,"['P_1', 'P_5', 'P_4']"
63,Bin 60,2077.2550234348905,"['P_10', 'P_2', 'P_5']"
64,Bin 61,2070.4378469523344,"['P_2', 'P_6', 'P_8']"
65,Bin 62,2070.2825920822297,"['P_8', 'P_10', 'P_4']"
66,Bin 63,2062.6155636848366,"['P_5', 'P_3', 'P_7']"
67,Bin 64,2062.0096366899834,"['P_7', 'P_4', 'P_2']"
68,Bin 65,2062.0096366899834,"['P_2', 'P_4', 'P_7']"
69,Bin 66,2060.8083171593203,"['P_3', 'P_6', 'P_5']"
70,Bin 67,2060.8083171593203,"['P_6', 'P_5', 'P_3']"
71,Bin 68,2060.8083171593203,"['P_6', 'P_3', 'P_5']"
72,Bin 69,2060.8083171593203,"['P_5', 'P_3', 'P_6']"
73,Bin 70,2060.2684424655217,"['P_6', 'P_1', 'P_10']"
74,Bin 71,2060.2684424655217,"['P_1', 'P_6', 'P_10']"
75,Bin 72,2053.4422106807533,"['P_3', 'P_4', 'P_5']"
76,Bin 73,2048.8940402404382,"['P_8', 'P_5', 'P_6']"
77,Bin 74,2048.025950779816,"['P_8', 'P_1', 'P_9']"
78,Bin 75,2042.284719080442,"['P_6', 'P_3', 'P_2']"
79,Bin 76,2041.1621387546293,"['P_8', 'P_6', 'P_1']"
80,Bin 77,2041.1621387546293,"['P_6', 'P_1', 'P_8']"
81,Bin 78,2040.588032258125,"['P_3', 'P_8', 'P_9']"
82,Bin 79,2038.935091656342,"['P_2', 'P_10', 'P_1']"
83,Bin 80,2035.6997088641365,"['P_3', 'P_1', 'P_6']"
84,Bin 81,2033.7768482718175,"['P_8', 'P_6', 'P_3']"
85,Bin 82,2033.5619861288721,"['P_8', 'P_3', 'P_1']"
86,Bin 83,2033.3620396305487,"['P_10', 'P_1', 'P_8']"
87,Bin 84,2029.0766832986596,"['P_8', 'P_4', 'P_3']"
88,Bin 85,2029.0766832986596,"['P_4', 'P_8', 'P_3']"
89,Bin 86,2027.9564710527634,"['P_5', 'P_10', 'P_8']"
90,Bin 87,2023.5369898611762,"['P_5', 'P_1', 'P_6']"
91,Bin 88,2022.1833398196736,"['P_5', 'P_7', 'P_8']"
92,Bin 89,2018.649174556814,"['P_1', 'P_8', 'P_7']"
93,Bin 90,2014.8608848629808,"['P_8', 'P_6', 'P_7']"
94,Bin 91,2014.8608848629808,"['P_6', 'P_7', 'P_8']"
95,Bin 92,2013.7465172120187,"['P_1', 'P_3', 'P_7']"
96,Bin 93,2008.5944945515207,"['P_4', 'P_7', 'P_9']"
97,Bin 94,2006.8925453203044,"['P_6', 'P_10', 'P_5']"
98,Bin 95,2006.8925453203044,"['P_10', 'P_6', 'P_5']"
99,Bin 96,2005.4047953624279,"['P_1', 'P_2', 'P_6']"
100,Bin 97,2005.4047953624279,"['P_6', 'P_1', 'P_2']"
101,Bin 98,1997.8935127876105,"['P_8', 'P_4', 'P_9']"
102,Bin 99,1990.1575409829863,"['P_1', 'P_4', 'P_3']"
103,Bin 100,1990.1575409829863,"['P_4', 'P_1', 'P_3']"
104,Bin 101,1988.9540088491472,"['P_6', 'P_9', 'P_3']"
105,Bin 102,1980.7690514776482,"['P_1', 'P_3', 'P_10']"
106,Bin 103,1975.005392034886,"['P_7', 'P_6', 'P_5']"
107,Bin 104,1975.005392034886,"['P_5', 'P_7', 'P_6']"
108,Bin 105,1975.005392034886,"['P_6', 'P_5', 'P_7']"
109,Bin 106,1665.723450163721,"['P_4', 'P_2']"
110,Bin 107,1665.723450163721,"['P_2', 'P_4']"
111,Bin 108,1629.5393170589725,"['P_8', 'P_2']"
112,Bin 109,1629.5393170589725,"['P_2', 'P_8']"
113,Bin 110,1624.7262782467935,"['P_6', 'P_4']"
114,Bin 111,1624.7262782467935,"['P_4', 'P_6']"
115,Bin 112,1596.6998739544633,"['P_10', 'P_7']"
116,Bin 113,1583.3765093514955,"['P_2', 'P_5']"
117,Bin 114,1583.3765093514955,"['P_5', 'P_2']"
118,Bin 115,1579.6590286124308,"['P_1', 'P_4']"
119,Bin 116,1579.6590286124308,"['P_4', 'P_1']"
120,Bin 117,1560.329773098357,"['P_2', 'P_10']"
121,Bin 118,1560.329773098357,"['P_10', 'P_2']"
122,Bin 119,1559.8088717080686,"['P_3', 'P_2']"
123,Bin 120,1559.8088717080686,"['P_2', 'P_3']"
124,Bin 121,1555.2781480525557,"['P_4', 'P_5']"
125,Bin 122,1555.2781480525557,"['P_5', 'P_4']"
126,Bin 123,1549.4358991970798,"['P_3', 'P_7']"
127,Bin 124,1549.4358991970798,"['P_7', 'P_3']"
128,Bin 125,1549.173085719262,"['P_5', 'P_8']"
129,Bin 126,1549.173085719262,"['P_8', 'P_5']"
130,Bin 127,1546.2575359731818,"['P_4', 'P_8']"
131,Bin 128,1546.2575359731818,"['P_8', 'P_4']"
132,Bin 129,1544.9730977620566,"['P_10', 'P_8']"
133,Bin 130,1544.9730977620566,"['P_8', 'P_10']"
134,Bin 131,1539.3106139317545,"['P_3', 'P_8']"
135,Bin 132,1539.3106139317545,"['P_8', 'P_3']"
136,Bin 133,1536.1398374280457,"['P_4', 'P_10']"
137,Bin 134,1536.1398374280457,"['P_10', 'P_4']"
138,Bin 135,1528.7328444806992,"['P_5', 'P_3']"
139,Bin 136,1528.7328444806992,"['P_3', 'P_5']"
140,Bin 137,1528.4468644492924,"['P_10', 'P_6']"
141,Bin 138,1528.4468644492924,"['P_6', 'P_10']"
142,Bin 139,1527.5089628483984,"['P_2', 'P_9']"
143,Bin 140,1527.5089628483984,"['P_9', 'P_2']"
144,Bin 141,1527.035104564363,"['P_7', 'P_4']"
145,Bin 142,1527.035104564363,"['P_4', 'P_7']"
146,Bin 143,1526.5409253050198,"['P_7', 'P_2']"
147,Bin 144,1526.5409253050198,"['P_2', 'P_7']"
148,Bin 145,1521.3879838381363,"['P_6', 'P_7']"
149,Bin 146,1521.3879838381363,"['P_7', 'P_6']"
150,Bin 147,1519.3203790296338,"['P_3', 'P_6']"
151,Bin 148,1519.3203790296338,"['P_6', 'P_3']"
152,Bin 149,1517.600553023116,"['P_1', 'P_8']"
153,Bin 150,1517.600553023116,"['P_8', 'P_1']"
154,Bin 151,1517.1954481129885,"['P_8', 'P_6']"
155,Bin 152,1517.1954481129885,"['P_6', 'P_8']"
156,Bin 153,1516.8833072873397,"['P_1', 'P_2']"
157,Bin 154,1516.8833072873397,"['P_2', 'P_1']"
158,Bin 155,1512.657236826013,"['P_8', 'P_7']"
159,Bin 156,1512.657236826013,"['P_7', 'P_8']"
160,Bin 157,1511.3936210530485,"['P_6', 'P_1']"
161,Bin 158,1511.3936210530485,"['P_1', 'P_6']"
162,Bin 159,1505.2459848365936,"['P_3', 'P_4']"
163,Bin 160,1505.2459848365936,"['P_4', 'P_3']"
164,Bin 176,1480.1296000825587,"['P_6', 'P_2']"
165,Bin 192,1476.6408118730812,"['P_6', 'P_5']"
166,Bin 177,876.6799901375093,['P_4']
167,Bin 172,517.9170272713172,"['P_8', 'P_2', 'P_10', 'R_177', 'P_1']"
168,Bin 180,480.6073064256418,"['P_5', 'P_3', 'P_2', 'R_125']"
169,Bin 165,457.08053104093545,"['P_8', 'P_5', 'P_3', 'R_146']"
170,Bin 193,452.4562104762203,"['P_4', 'P_6', 'P_1', 'R_12']"
171,Bin 182,418.255749316964,"['P_10', 'P_6', 'P_5', 'R_70']"
172,Bin 191,386.3622047971177,"['P_6', 'P_10', 'P_5', 'R_96']"
173,Bin 161,306.4013694162783,"['P_10', 'P_8', 'R_173']"
174,Bin 188,302.5981413249746,"['P_8', 'R_64', 'P_4']"
175,Bin 190,295.4226382414716,"['P_7', 'P_4', 'R_63']"
176,Bin 184,292.0429351011769,"['P_1', 'P_8', 'R_165']"
177,Bin 186,279.91989274317257,"['P_10', 'P_3', 'R_35']"
178,Bin 163,255.59864083036214,"['P_8', 'P_6', 'R_3']"
179,Bin 173,128.52029073723378,"['P_6', 'P_4', 'R_27', 'R_35']"
180,Bin 178,67.19058978780737,"['P_4', 'R_132', 'R_147']"
181,Bin 199,36.653815284103956,"['R_53', 'P_6', 'R_37']"
182,Bin 171,35.74665463945006,"['P_5', 'R_113', 'R_34']"
183,Bin 187,24.544784236232896,"['P_6', 'R_128', 'R_89']"
184,Bin 195,19.874505958025015,"['P_9', 'R_62', 'R_73']"
185,Bin 185,0.37449454412158667,['R_186']
186,Bin 166,0.0,['P_3']
187,Bin 167,0.0,"['P_4', 'R_100', 'R_167', 'R_132']"
188,Bin 168,0.0,"['P_2', 'P_3', 'R_69', 'R_162', 'R_153']"
189,Bin 169,0.0,"['P_2', 'R_23', 'R_97', 'R_105', 'R_7']"
190,Bin 170,0.0,['P_6']
191,Bin 174,0.0,['P_10']
192,Bin 175,0.0,"['P_9', 'P_4', 'R_33', 'R_167', 'R_45']"
193,Bin 179,0.0,"['P_2', 'R_138', 'R_96', 'R_65', 'R_62']"
194,Bin 183,0.0,"['P_2', 'P_4', 'P_3', 'R_181', 'R_188']"
195,Bin 194,0.0,"['R_128', 'R_69', 'R_177']"
196,Bin 196,0.0,"['R_85', 'R_177', 'R_171']"
197,Bin 197,0.0,"['R_175', 'R_85', 'R_49']"
198,Bin 198,0.0,"['R_167', 'R_180', 'R_168']"
199,Bin 200,0.0,"['R_2', 'R_112', 'R_135']"
