,0
,Bin 1
Bin #,"['P_10', 'P_5', 'P_6', 'P_3', 'P_2']"
Top Bin of Features:,1797.042183124712
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5114
Number of Instances with Mismatch(es) in Bin:,4886
p-value from Log Rank Test:,0.0
