,Bin #,Score,Bins
0,Bin 1,4716.9554985523,"['P_8', 'P_5', 'P_4', 'P_10', 'P_9']"
1,Bin 2,4714.066052929139,"['P_6', 'P_10', 'P_8', 'P_5', 'P_3']"
2,Bin 3,4480.553671783774,"['P_5', 'P_2', 'P_3', 'P_7']"
3,Bin 4,4432.505245960449,"['P_2', 'P_5', 'P_9', 'P_10']"
4,Bin 5,4428.119528004162,"['P_1', 'P_5', 'P_6', 'P_7']"
5,Bin 6,4416.8440110942565,"['P_10', 'P_8', 'P_1', 'P_6']"
6,Bin 7,4363.470642790962,"['P_4', 'P_9', 'P_5', 'P_10']"
7,Bin 8,4361.19187936366,"['P_8', 'P_5', 'P_6', 'P_3']"
8,Bin 9,4276.306507969817,"['P_8', 'P_5', 'P_3', 'P_10']"
9,Bin 10,3988.617579446055,"['P_4', 'P_2', 'P_5']"
10,Bin 11,3954.728434388718,"['P_10', 'P_1', 'P_7']"
11,Bin 12,3938.8167935609376,"['P_1', 'P_6', 'P_9']"
12,Bin 13,3938.8167935609376,"['P_1', 'P_9', 'P_6']"
13,Bin 14,3901.7501458332226,"['P_3', 'P_8', 'P_2']"
14,Bin 15,3899.1612477755384,"['P_2', 'P_10', 'P_7']"
15,Bin 16,3849.357564223313,"['P_10', 'P_5', 'P_2']"
16,Bin 17,3849.357564223313,"['P_5', 'P_2', 'P_10']"
17,Bin 18,3844.546973684671,"['P_4', 'P_2', 'P_1']"
18,Bin 19,3824.838390212452,"['P_7', 'P_2', 'P_5']"
19,Bin 20,3822.954715139201,"['P_3', 'P_2', 'P_9']"
20,Bin 21,3799.9523003290196,"['P_8', 'P_10', 'P_7']"
21,Bin 22,3793.617657036078,"['P_5', 'P_9', 'P_8']"
22,Bin 23,3784.1564485947333,"['P_9', 'P_4', 'P_5']"
23,Bin 24,3758.02985788579,"['P_6', 'P_9', 'P_5']"
24,Bin 25,3757.439617419355,"['P_8', 'P_5', 'P_6']"
25,Bin 26,3739.430438757707,"['P_9', 'P_10', 'P_4']"
26,Bin 27,3736.823031271674,"['P_9', 'P_3', 'P_6']"
27,Bin 28,3730.7956763298453,"['P_6', 'P_3', 'P_5']"
28,Bin 29,3724.8566460239717,"['P_9', 'P_6', 'P_2']"
29,Bin 30,3716.3993003098726,"['P_3', 'P_9', 'P_7']"
30,Bin 31,3711.329237302196,"['P_5', 'P_7', 'P_6']"
31,Bin 42,3698.657703625613,"['P_10', 'P_8', 'P_6']"
32,Bin 32,3696.491896866425,"['P_9', 'P_6', 'P_10']"
33,Bin 33,3690.783450460031,"['P_3', 'P_2', 'P_6']"
34,Bin 34,3686.9262848507124,"['P_5', 'P_2', 'P_6']"
35,Bin 35,3682.724641440644,"['P_10', 'P_6', 'P_5']"
36,Bin 36,3682.724641440644,"['P_6', 'P_10', 'P_5']"
37,Bin 37,3649.356607257624,"['P_9', 'P_5', 'P_10']"
38,Bin 38,3038.5246854032303,"['P_1', 'P_9']"
39,Bin 39,2922.32756129457,"['P_4', 'P_2']"
40,Bin 40,2917.060623233786,"['P_9', 'P_2']"
41,Bin 44,1554.219764233118,['P_9']
42,Bin 46,656.3566466161436,"['P_4', 'P_10', 'P_8', 'R_3']"
43,Bin 49,644.0235532927787,"['P_10', 'P_5', 'P_9', 'R_32']"
44,Bin 47,642.3647823746285,"['P_1', 'P_3', 'P_7', 'R_25']"
45,Bin 50,494.67156676296355,"['R_33', 'P_9', 'P_2']"
46,Bin 45,140.2363415546755,"['P_5', 'R_9']"
47,Bin 43,3.37681862609167,['R_38']
48,Bin 41,0.0,"['P_6', 'P_3', 'P_5', 'R_10', 'R_5']"
49,Bin 48,0.0,"['P_6', 'P_5', 'R_11', 'R_8', 'R_29', 'R_14', 'P_1', 'R_15']"
