,precision,recall,f1-score,support
0,0.9344047841524948,1.0,0.9660902328277462,5000.0
1,1.0,0.9298,0.963623173385843,5000.0
accuracy,0.9649,0.9649,0.9649,0.9649
macro avg,0.9672023920762474,0.9649,0.9648567031067946,10000.0
weighted avg,0.9672023920762475,0.9649,0.9648567031067945,10000.0
