,precision,recall,f1-score,support
0,0.9356287425149701,1.0,0.9667440061871616,5000.0
1,1.0,0.9312,0.9643744821872411,5000.0
accuracy,0.9656,0.9656,0.9656,0.9656
macro avg,0.967814371257485,0.9656,0.9655592441872014,10000.0
weighted avg,0.967814371257485,0.9656,0.9655592441872013,10000.0
