,0
,Bin 1
Bin #,"['P_6', 'P_7', 'P_9', 'P_8']"
Top Bin of Features:,4437.836406651582
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5344
Number of Instances with Mismatch(es) in Bin:,4656
p-value from Log Rank Test:,0.0
