,precision,recall,f1-score,support
0,0.9775171065493646,1.0,0.9886307464162135,5000.0
1,1.0,0.977,0.9883662114314619,5000.0
accuracy,0.9885,0.9885,0.9885,0.9885
macro avg,0.9887585532746823,0.9884999999999999,0.9884984789238377,10000.0
weighted avg,0.9887585532746823,0.9885,0.9884984789238377,10000.0
