,0
,Bin 1
Bin #,"['P_2', 'P_9', 'P_5', 'P_10', 'P_8']"
Top Bin of Features:,2601.776431096117
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5115
Number of Instances with Mismatch(es) in Bin:,4885
p-value from Log Rank Test:,0.0
