,precision,recall,f1-score,support
0,0.9773260359655981,1.0,0.9885330170027679,5000.0
1,1.0,0.9768,0.9882638607851073,5000.0
accuracy,0.9884,0.9884,0.9884,0.9884
macro avg,0.9886630179827991,0.9884,0.9883984388939375,10000.0
weighted avg,0.9886630179827989,0.9884,0.9883984388939376,10000.0
