,0
,Bin 1
Bin #,"['P_7', 'P_10', 'P_6', 'P_4']"
Top Bin of Features:,2457.2843919995717
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5338
Number of Instances with Mismatch(es) in Bin:,4662
p-value from Log Rank Test:,0.0
