,Bin #,Score,Bins
0,Bin 24,4167.922915051248,"['P_9', 'P_5', 'P_2', 'P_3', 'P_7']"
1,Bin 35,4128.618228851226,"['P_9', 'P_8', 'P_2', 'P_5', 'P_4']"
2,Bin 19,3925.861830570784,"['P_4', 'P_9', 'P_3', 'P_1']"
3,Bin 9,3858.6561830739515,"['P_6', 'P_9', 'P_1', 'P_3']"
4,Bin 25,3827.2128324691407,"['P_6', 'P_9', 'P_5', 'P_3']"
5,Bin 40,3453.87381010206,"['P_3', 'P_9', 'P_8']"
6,Bin 33,3430.5337330130606,"['P_7', 'P_3', 'P_9']"
7,Bin 37,3430.5337330130606,"['P_9', 'P_3', 'P_7']"
8,Bin 30,3412.9931155632585,"['P_7', 'P_1', 'P_2']"
9,Bin 27,3402.9907148424454,"['P_9', 'P_3', 'P_6']"
10,Bin 2,3400.155740974428,"['P_7', 'P_9', 'P_1']"
11,Bin 10,3388.0192302366445,"['P_7', 'P_6', 'P_3']"
12,Bin 8,3369.2026211033217,"['P_6', 'P_8', 'P_9']"
13,Bin 31,3364.0490121882585,"['P_9', 'P_1', 'P_10']"
14,Bin 38,3340.56739766046,"['P_7', 'P_4', 'P_5']"
15,Bin 18,3338.607351539568,"['P_9', 'P_1', 'P_5']"
16,Bin 23,3335.1476638907398,"['P_8', 'P_6', 'P_5']"
17,Bin 22,3328.3431369193136,"['P_1', 'P_4', 'P_5']"
18,Bin 12,3323.606497671466,"['P_3', 'P_1', 'P_2']"
19,Bin 26,3314.997022603697,"['P_5', 'P_3', 'P_2']"
20,Bin 28,3311.8707565406376,"['P_1', 'P_8', 'P_6']"
21,Bin 16,3309.721493933435,"['P_1', 'P_7', 'P_3']"
22,Bin 20,3308.4818154362038,"['P_9', 'P_5', 'P_7']"
23,Bin 29,3305.246958490594,"['P_6', 'P_5', 'P_2']"
24,Bin 4,3304.2548749122284,"['P_2', 'P_7', 'P_3']"
25,Bin 13,3294.0926542915754,"['P_9', 'P_3', 'P_5']"
26,Bin 17,3294.0926542915754,"['P_5', 'P_3', 'P_9']"
27,Bin 5,3293.864517429916,"['P_3', 'P_8', 'P_2']"
28,Bin 6,3281.9394652824717,"['P_6', 'P_9', 'P_2']"
29,Bin 32,3278.2827770344184,"['P_3', 'P_1', 'P_5']"
30,Bin 14,3264.86915683552,"['P_5', 'P_10', 'P_9']"
31,Bin 7,3239.5752578953097,"['P_3', 'P_5', 'P_4']"
32,Bin 1,2596.842311689746,"['P_8', 'P_7']"
33,Bin 15,2561.134715638246,"['P_7', 'P_6']"
34,Bin 39,2552.1557299613896,"['P_1', 'P_7']"
35,Bin 36,2549.2210319846677,"['P_1', 'P_2']"
36,Bin 34,2548.619287518924,"['P_9', 'P_3']"
37,Bin 11,2524.7379906906954,"['P_8', 'P_5']"
38,Bin 21,2524.7379906906954,"['P_5', 'P_8']"
39,Bin 3,2519.4886311648684,"['P_7', 'P_2']"
40,Bin 48,452.39459005697904,"['R_33', 'P_9', 'P_2']"
41,Bin 45,379.04378328932006,"['P_3', 'R_29', 'P_1']"
42,Bin 41,161.56483496542776,"['P_2', 'P_3', 'R_14', 'R_31']"
43,Bin 47,151.0446707533639,"['P_7', 'P_4', 'R_40', 'R_9']"
44,Bin 42,142.28330395558675,"['P_8', 'R_14']"
45,Bin 46,104.96789979019013,"['P_3', 'R_6']"
46,Bin 43,0.0,"['P_1', 'R_29', 'R_2', 'R_24']"
47,Bin 44,0.0,"['P_5', 'R_22', 'R_14', 'R_17']"
48,Bin 49,0.0,"['R_22', 'R_25', 'R_35']"
49,Bin 50,0.0,"['R_29', 'R_14', 'R_26']"
