,Top Bin,Top Bin of Features:,Number of Instances with No Mismatches in Bin:,Number of Instances with Mismatch(es) in Bin:,p-value from Log Rank Test:
0,"['P_10', 'P_8', 'P_9', 'P_4']",5346,5346,4654,0.0
