,0
,Bin 1
Bin #,"['P_8', 'P_4', 'P_2', 'P_7']"
Top Bin of Features:,109.75766537423097
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5365
Number of Instances with Mismatch(es) in Bin:,4635
p-value from Log Rank Test:,1.1073321082198815e-25
