,0
,Bin 1
Bin #,"['P_4', 'P_2', 'P_6', 'P_5', 'P_10']"
Top Bin of Features:,501.14960561530893
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5125
Number of Instances with Mismatch(es) in Bin:,4875
p-value from Log Rank Test:,5.343673149485849e-111
