,Top Bin,Top Bin of Features:,Number of Instances with No Mismatches in Bin:,Number of Instances with Mismatch(es) in Bin:,p-value from Log Rank Test:
0,"['R_35', 'R_22', 'R_36', 'R_39', 'R_24', 'R_34', 'R_4', 'R_19', 'R_3']",6784,6784,3216,0.012449300209694515
