,0
,Bin 1
Bin #,"['P_9', 'P_8', 'R_37']"
Top Bin of Features:,11.360724543311072
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,3673
Number of Instances with Mismatch(es) in Bin:,6327
p-value from Log Rank Test:,0.000750135555433896
