,0
,Bin 1
Bin #,"['P_8', 'R_13', 'R_12']"
Top Bin of Features:,10.485281385191069
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,2505
Number of Instances with Mismatch(es) in Bin:,7495
p-value from Log Rank Test:,0.0012032929043080732
