,0
,Bin 1
Bin #,"['P_1', 'P_4', 'P_9', 'P_2']"
Top Bin of Features:,2483.392382626149
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5313
Number of Instances with Mismatch(es) in Bin:,4687
p-value from Log Rank Test:,0.0
