,Bin #,Score,Bins
0,Bin 4,2195.288588973946,"['P_4', 'P_9', 'P_8', 'P_6']"
1,Bin 35,2166.68112964029,"['P_10', 'P_5', 'P_4', 'P_7']"
2,Bin 25,2133.7032909985096,"['P_9', 'P_8', 'P_5', 'P_4']"
3,Bin 18,2115.9299650857192,"['P_7', 'P_1', 'P_10', 'P_5']"
4,Bin 19,1904.7846752369085,"['P_1', 'P_4', 'P_5']"
5,Bin 32,1875.6783128074615,"['P_7', 'P_10', 'P_2']"
6,Bin 23,1871.8857951748419,"['P_4', 'P_1', 'P_6']"
7,Bin 30,1861.4820005364008,"['P_1', 'P_9', 'P_2']"
8,Bin 20,1858.6321807522465,"['P_8', 'P_6', 'P_9']"
9,Bin 14,1834.63327728391,"['P_1', 'P_9', 'P_5']"
10,Bin 13,1832.822173397978,"['P_4', 'P_7', 'P_6']"
11,Bin 21,1827.8439586643592,"['P_8', 'P_9', 'P_1']"
12,Bin 7,1816.6475902508325,"['P_7', 'P_1', 'P_4']"
13,Bin 17,1816.6475902508325,"['P_1', 'P_4', 'P_7']"
14,Bin 24,1801.6266383149218,"['P_9', 'P_4', 'P_5']"
15,Bin 10,1789.8127490729084,"['P_7', 'P_1', 'P_3']"
16,Bin 40,1785.309354916539,"['P_7', 'P_1', 'P_8']"
17,Bin 26,1784.926593445217,"['P_6', 'P_1', 'P_3']"
18,Bin 33,1783.889882843273,"['P_4', 'P_7', 'P_3']"
19,Bin 29,1775.5603409878845,"['P_6', 'P_9', 'P_5']"
20,Bin 39,1492.5214066454976,"['P_2', 'P_5']"
21,Bin 37,1473.461683596258,"['P_2', 'P_8']"
22,Bin 9,1472.1617101465963,"['P_4', 'P_5']"
23,Bin 2,1438.3190175664297,"['P_2', 'P_6']"
24,Bin 1,1423.813503355844,"['P_2', 'P_10']"
25,Bin 5,1419.1276569685037,"['P_2', 'P_7']"
26,Bin 36,1419.1276569685037,"['P_7', 'P_2']"
27,Bin 12,1417.992743381598,"['P_6', 'P_4']"
28,Bin 28,1399.4406361955032,"['P_1', 'P_5']"
29,Bin 6,1397.794558541203,"['P_6', 'P_1']"
30,Bin 22,1397.794558541203,"['P_1', 'P_6']"
31,Bin 3,1377.7562347274236,"['P_10', 'P_4']"
32,Bin 8,1373.8127325132298,"['P_4', 'P_1']"
33,Bin 31,1373.8127325132298,"['P_1', 'P_4']"
34,Bin 15,1371.9949180909603,"['P_2', 'P_9']"
35,Bin 27,1371.9949180909603,"['P_9', 'P_2']"
36,Bin 34,1367.291040288615,"['P_7', 'P_4']"
37,Bin 38,1367.291040288615,"['P_4', 'P_7']"
38,Bin 11,1365.6717680093968,"['P_7', 'P_1']"
39,Bin 16,1365.6717680093968,"['P_1', 'P_7']"
40,Bin 48,1359.849691206454,"['P_5', 'P_7']"
41,Bin 50,282.46342529362886,"['R_33', 'P_9', 'P_2']"
42,Bin 41,132.85935153035092,"['P_6', 'P_2', 'R_14', 'R_31']"
43,Bin 45,95.1263396699794,"['P_8', 'R_14']"
44,Bin 49,93.19579225907628,"['P_4', 'R_40']"
45,Bin 42,92.61009817413965,"['P_7', 'R_38']"
46,Bin 47,47.280302566291226,"['P_3', 'R_6']"
47,Bin 46,28.030509346174828,"['P_1', 'R_29', 'R_1']"
48,Bin 43,0.0,"['P_2', 'P_5', 'R_38', 'R_25', 'R_22']"
49,Bin 44,0.0,"['R_14', 'P_1', 'R_10', 'R_15', 'R_25']"
