,Bin #,Score,Bins
0,Bin 1,0,"['R_95', 'R_14', 'R_355', 'R_429', 'R_437', 'R_248', 'R_90', 'R_427', 'R_430', 'R_23', 'R_392', 'R_478', 'R_284', 'P_9', 'R_246', 'R_132', 'R_185', 'R_385']"
1,Bin 2,0,"['R_407', 'R_484', 'R_175', 'R_70', 'R_316', 'R_10', 'R_224', 'R_406', 'R_463', 'R_363', 'R_57', 'R_386', 'R_414', 'R_128', 'R_98', 'R_440']"
2,Bin 3,0,"['R_65', 'R_260', 'R_473', 'R_277', 'R_34', 'R_235', 'R_346', 'R_280', 'R_295', 'R_445', 'R_233']"
3,Bin 4,0,"['R_488', 'R_12', 'R_35', 'R_87', 'R_228', 'R_464', 'R_13', 'R_409', 'R_314', 'R_411', 'R_487', 'R_408', 'R_237', 'R_276', 'R_118', 'R_296', 'R_68', 'R_7', 'R_125', 'R_341']"
4,Bin 5,0,"['R_475', 'R_286', 'R_123', 'R_28', 'R_9', 'R_25', 'R_4', 'R_27', 'R_188', 'R_370', 'R_214', 'R_362', 'R_444', 'R_117']"
5,Bin 6,0,"['R_413', 'R_71', 'R_67', 'R_184', 'R_395', 'R_293', 'R_49', 'R_180', 'R_207', 'R_483', 'R_299', 'R_44', 'R_5', 'R_118']"
6,Bin 7,0,"['R_49', 'R_394', 'R_197', 'R_380', 'P_1', 'R_77', 'R_350', 'R_150', 'R_192', 'R_282', 'R_360', 'R_114', 'R_470', 'R_271']"
7,Bin 8,0,"['R_141', 'R_243', 'R_331', 'R_272', 'R_256', 'R_318', 'R_64', 'R_209', 'R_357', 'R_227', 'R_350', 'R_301', 'R_120', 'R_291', 'R_230']"
8,Bin 9,0,"['R_144', 'R_151', 'R_92', 'R_61', 'R_325', 'R_147', 'R_354', 'R_248', 'R_443', 'R_74', 'R_241', 'R_299', 'R_293', 'R_165', 'R_43', 'R_164']"
9,Bin 10,0,"['R_14', 'R_81', 'R_82', 'R_448', 'R_114', 'R_60', 'R_13', 'R_93', 'R_319', 'R_374', 'R_353', 'R_467', 'R_278', 'R_101', 'R_375', 'R_69', 'R_310', 'R_471', 'R_451', 'R_177', 'R_210', 'R_264']"
10,Bin 11,0,"['R_384', 'R_85', 'R_101', 'R_127', 'R_285', 'R_333', 'R_351', 'R_200', 'R_401']"
11,Bin 12,0,"['R_79', 'R_123', 'R_277', 'R_285', 'R_423', 'R_398', 'R_302', 'R_404', 'R_140', 'R_359', 'R_22', 'R_17', 'R_240', 'R_424', 'R_72', 'R_452', 'R_206', 'R_376', 'R_137', 'R_298']"
12,Bin 13,0,"['R_384', 'R_106', 'R_15', 'R_198', 'R_402', 'R_286', 'R_50', 'R_386', 'R_182', 'R_181']"
13,Bin 14,0,"['R_167', 'R_454', 'R_439', 'R_199', 'R_369', 'R_9', 'R_73', 'R_268', 'R_241', 'R_323', 'R_20', 'R_419', 'R_169', 'R_203', 'R_355', 'R_106', 'R_63']"
14,Bin 15,0,"['R_438', 'R_278', 'R_326', 'R_453', 'R_382', 'R_464', 'R_390', 'R_80', 'R_135', 'R_462', 'R_180', 'R_434']"
15,Bin 16,0,"['R_422', 'R_242', 'R_489', 'R_467', 'R_262', 'R_90', 'R_191', 'R_363', 'R_161', 'R_155', 'R_434']"
16,Bin 17,0,"['R_33', 'R_393', 'R_194', 'R_104', 'R_362', 'R_31', 'R_108', 'R_18', 'R_289', 'R_410', 'R_145', 'R_485', 'R_27', 'R_472', 'R_356']"
17,Bin 18,0,"['R_468', 'P_10', 'R_324', 'R_4', 'R_193', 'R_343', 'R_201', 'R_301', 'R_409', 'R_168', 'R_104', 'R_29']"
18,Bin 19,0,"['R_411', 'R_183', 'R_426', 'R_51', 'R_315', 'R_399', 'R_216', 'R_365', 'R_375', 'R_58', 'R_103', 'R_247', 'R_168', 'R_358', 'R_171', 'R_317', 'R_30']"
19,Bin 20,0,"['R_374', 'R_455', 'R_107', 'R_95', 'R_115', 'R_134', 'R_249', 'R_315', 'R_6', 'R_265', 'R_224', 'R_486', 'R_76', 'R_313', 'R_48', 'R_431', 'R_389']"
20,Bin 21,0,"['R_468', 'R_204', 'R_393', 'R_112', 'R_6', 'R_3', 'R_130', 'R_238', 'R_128', 'P_9', 'R_266', 'R_185', 'R_62']"
21,Bin 22,0,"['R_206', 'R_46', 'R_347', 'R_16', 'P_5', 'R_349', 'R_152', 'R_142', 'R_131', 'R_425', 'R_342', 'R_330', 'R_181', 'R_328', 'R_55']"
22,Bin 23,0,"['R_211', 'R_110', 'R_446', 'R_71', 'R_482', 'R_254', 'R_137', 'R_458']"
