,Top Bin,Top Bin of Features:,Number of Instances with No Mismatches in Bin:,Number of Instances with Mismatch(es) in Bin:,p-value from Log Rank Test:
0,"['R_132', 'R_14', 'P_9', 'R_185', 'R_23', 'R_355', 'R_427', 'R_385', 'R_95', 'R_246', 'R_248', 'R_430', 'R_437', 'R_429', 'R_90', 'R_478', 'R_392', 'R_284']",1,1,9999,2.4681273236110674e-05
