,Top Bin,Top Bin of Features:,Number of Instances with No Mismatches in Bin:,Number of Instances with Mismatch(es) in Bin:,p-value from Log Rank Test:
0,"['P_10', 'P_1', 'R_670', 'R_66']",2016,2016,7984,1.9913641499029166e-42
