,0
,Bin 1
Bin #,"['R_34', 'R_8']"
Top Bin of Features:,12.666443114782387
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,3080
Number of Instances with Mismatch(es) in Bin:,6920
p-value from Log Rank Test:,0.0003722770751324146
