,precision,recall,f1-score,support
0,0.8523695874531196,1.0,0.9203018590097551,5000.0
1,1.0,0.8268,0.9051894022334136,5000.0
accuracy,0.9134,0.9134,0.9134,0.9134
macro avg,0.9261847937265598,0.9134,0.9127456306215844,10000.0
weighted avg,0.9261847937265598,0.9134,0.9127456306215845,10000.0
