,Top Bin,Top Bin of Features:,Number of Instances with No Mismatches in Bin:,Number of Instances with Mismatch(es) in Bin:,p-value from Log Rank Test:
0,"['R_58', 'R_225', 'R_240', 'R_51', 'R_77', 'R_301', 'R_29', 'R_44', 'R_371', 'R_283', 'R_233', 'R_390', 'R_129']",6,6,9994,0.18113911203926666
