,0
,Bin 1
Bin #,"['P_2', 'P_3', 'P_4']"
Top Bin of Features:,2122.816625259382
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5836
Number of Instances with Mismatch(es) in Bin:,4164
p-value from Log Rank Test:,0.0
