,Top Bin,Top Bin of Features:,Number of Instances with No Mismatches in Bin:,Number of Instances with Mismatch(es) in Bin:,p-value from Log Rank Test:
0,"['P_8', 'P_3', 'P_2', 'P_5', 'P_9']",5129,5129,4871,0.0
