,precision,recall,f1-score,support
0,0.851063829787234,1.0,0.9195402298850576,5000.0
1,1.0,0.825,0.9041095890410958,5000.0
accuracy,0.9125,0.9125,0.9125,0.9125
macro avg,0.925531914893617,0.9125,0.9118249094630767,10000.0
weighted avg,0.9255319148936171,0.9125,0.9118249094630766,10000.0
