,Top Bin,Top Bin of Features:,Number of Instances with No Mismatches in Bin:,Number of Instances with Mismatch(es) in Bin:,p-value from Log Rank Test:
0,"['P_2', 'P_1', 'P_6', 'P_10']",6611,6611,3389,0.0
