,Bin #,Score,Bins
0,Bin 1,9205.560919681553,"['P_2', 'P_5', 'P_9', 'P_3']"
1,Bin 2,8956.412779249982,"['P_10', 'P_4', 'P_3']"
2,Bin 3,8902.197373244973,"['P_6', 'P_2', 'P_1']"
3,Bin 4,8852.897769992005,"['P_2', 'P_1', 'P_4']"
4,Bin 5,8838.931739632188,"['P_6', 'P_7', 'P_4']"
5,Bin 6,8831.135448345643,"['P_3', 'P_4', 'P_5']"
6,Bin 7,8828.057549860365,"['P_2', 'P_1', 'P_7']"
7,Bin 8,8823.54036940752,"['P_2', 'P_5', 'P_3']"
8,Bin 9,8821.505645383691,"['P_6', 'P_5', 'P_4']"
9,Bin 10,8815.758512067872,"['P_8', 'P_4', 'P_7']"
10,Bin 11,8805.901950606438,"['P_8', 'P_7', 'P_10']"
11,Bin 12,8792.991477084548,"['P_10', 'P_8', 'P_3']"
12,Bin 13,8790.942954522645,"['P_1', 'P_3', 'P_2']"
13,Bin 14,8783.727224876324,"['P_2', 'P_8', 'P_6']"
14,Bin 15,8783.727224876324,"['P_6', 'P_8', 'P_2']"
15,Bin 16,8783.337216429753,"['P_2', 'P_8', 'P_7']"
16,Bin 17,8778.512310884562,"['P_3', 'P_10', 'P_2']"
17,Bin 18,8762.010223222678,"['P_10', 'P_8', 'P_2']"
18,Bin 19,8757.322866215689,"['P_2', 'P_4', 'P_7']"
19,Bin 20,8731.27314332782,"['P_5', 'P_9', 'P_3']"
20,Bin 21,7800.912056751916,"['P_10', 'P_4']"
21,Bin 22,7712.550981099081,"['P_10', 'P_1']"
22,Bin 23,7711.30156107095,"['P_1', 'P_8']"
23,Bin 24,7652.389979433237,"['P_1', 'P_4']"
24,Bin 25,7610.6425924417845,"['P_10', 'P_3']"
25,Bin 26,7576.813922323175,"['P_10', 'P_2']"
26,Bin 27,7576.813922323175,"['P_2', 'P_10']"
27,Bin 28,7565.602637729832,"['P_9', 'P_3']"
28,Bin 29,7565.602637729832,"['P_3', 'P_9']"
29,Bin 30,7563.379988014793,"['P_10', 'P_6']"
30,Bin 31,7562.7189821597085,"['P_9', 'P_6']"
31,Bin 32,7562.7189821597085,"['P_6', 'P_9']"
32,Bin 33,7558.871464418058,"['P_6', 'P_4']"
33,Bin 34,7558.871464418058,"['P_4', 'P_6']"
34,Bin 35,7557.083502310658,"['P_4', 'P_3']"
35,Bin 36,7521.267894794558,"['P_2', 'P_5']"
36,Bin 37,7521.267894794558,"['P_5', 'P_2']"
37,Bin 38,7510.2796353472795,"['P_8', 'P_7']"
38,Bin 39,7510.2796353472795,"['P_7', 'P_8']"
39,Bin 40,7500.456643697613,"['P_5', 'P_4']"
40,Bin 45,7439.304835370621,"['P_6', 'P_2']"
41,Bin 42,7383.899475466691,"['P_6', 'P_7']"
42,Bin 46,4858.343021653637,['P_1']
43,Bin 44,4660.840314796257,['P_4']
44,Bin 50,514.1804612821893,"['P_4', 'P_6', 'R_25']"
45,Bin 43,0.0059928607432386295,['R_38']
46,Bin 41,0.0,"['P_2', 'P_3', 'R_33', 'R_13']"
47,Bin 47,0.0,"['P_10', 'R_21', 'R_33', 'R_36']"
48,Bin 48,0.0,"['P_10', 'P_8', 'R_9', 'R_7']"
49,Bin 49,0.0,"['P_5', 'R_24', 'R_7', 'P_6', 'R_26']"
