,precision,recall,f1-score,support
0,0.9920634920634921,1.0,0.9960159362549801,5000.0
1,1.0,0.992,0.9959839357429718,5000.0
accuracy,0.996,0.996,0.996,0.996
macro avg,0.996031746031746,0.996,0.995999935998976,10000.0
weighted avg,0.9960317460317459,0.996,0.9959999359989761,10000.0
