,precision,recall,f1-score,support
0,0.4993268511593119,0.6676,0.5713307659392384,5000.0
1,0.4986425339366516,0.3306,0.39759470835838845,5000.0
accuracy,0.4991,0.4991,0.4991,0.4991
macro avg,0.4989846925479817,0.4991,0.4844627371488134,10000.0
weighted avg,0.4989846925479817,0.4991,0.4844627371488134,10000.0
