,precision,recall,f1-score,support
0,0.6267234895963901,1.0,0.7705347511172754,5000.0
1,1.0,0.4044,0.5759043007690117,5000.0
accuracy,0.7022,0.7022,0.7022,0.7022
macro avg,0.8133617447981951,0.7021999999999999,0.6732195259431435,10000.0
weighted avg,0.8133617447981951,0.7022,0.6732195259431435,10000.0
