,Top Bin,Top Bin of Features:,Number of Instances with No Mismatches in Bin:,Number of Instances with Mismatch(es) in Bin:,p-value from Log Rank Test:
0,"['P_10', 'P_9', 'P_5', 'P_4']",6670,6670,3330,0.0
