,precision,recall,f1-score,support
0,0.7531254707034192,1.0,0.8591803419537761,5000.0
1,1.0,0.6722,0.803970816887932,5000.0
accuracy,0.8361,0.8361,0.8361,0.8361
macro avg,0.8765627353517096,0.8361000000000001,0.8315755794208541,10000.0
weighted avg,0.8765627353517095,0.8361,0.831575579420854,10000.0
