,Bin #,Score,Bins
0,Bin 1,0,"['R_248', 'R_23', 'R_427', 'R_14', 'R_132', 'R_430', 'R_185', 'R_284', 'R_95', 'R_478', 'P_9', 'R_437', 'R_90', 'R_429', 'R_392', 'R_385', 'R_355', 'R_246']"
1,Bin 2,0,"['R_10', 'R_70', 'R_407', 'R_316', 'R_57', 'R_414', 'R_224', 'R_363', 'R_386', 'R_128', 'R_440', 'R_463', 'R_484', 'R_175', 'R_406', 'R_98']"
2,Bin 3,0,"['R_235', 'R_65', 'R_260', 'R_346', 'R_473', 'R_34', 'R_280', 'R_277', 'R_295', 'R_445', 'R_233']"
3,Bin 4,0,"['R_7', 'R_35', 'R_408', 'R_87', 'R_409', 'R_488', 'R_487', 'R_276', 'R_68', 'R_341', 'R_13', 'R_12', 'R_125', 'R_118', 'R_237', 'R_314', 'R_228', 'R_411', 'R_296', 'R_464']"
4,Bin 5,0,"['R_214', 'R_9', 'R_475', 'R_117', 'R_188', 'R_25', 'R_28', 'R_123', 'R_286', 'R_370', 'R_444', 'R_4', 'R_27', 'R_362']"
5,Bin 6,0,"['R_184', 'R_5', 'R_180', 'R_207', 'R_44', 'R_67', 'R_293', 'R_49', 'R_395', 'R_483', 'R_299', 'R_118', 'R_413', 'R_71']"
6,Bin 7,0,"['R_380', 'R_282', 'R_350', 'R_77', 'R_394', 'R_192', 'R_197', 'R_49', 'R_114', 'P_1', 'R_360', 'R_470', 'R_271', 'R_150']"
7,Bin 8,0,"['R_209', 'R_357', 'R_141', 'R_350', 'R_318', 'R_64', 'R_243', 'R_291', 'R_120', 'R_272', 'R_331', 'R_227', 'R_256', 'R_301', 'R_230']"
8,Bin 9,0,"['R_165', 'R_443', 'R_74', 'R_241', 'R_354', 'R_293', 'R_151', 'R_164', 'R_325', 'R_144', 'R_147', 'R_43', 'R_299', 'R_248', 'R_92', 'R_61']"
9,Bin 10,0,"['R_319', 'R_375', 'R_114', 'R_278', 'R_448', 'R_353', 'R_264', 'R_374', 'R_60', 'R_177', 'R_93', 'R_101', 'R_210', 'R_69', 'R_13', 'R_471', 'R_467', 'R_310', 'R_451', 'R_82', 'R_14', 'R_81']"
10,Bin 11,0,"['R_101', 'R_401', 'R_384', 'R_127', 'R_351', 'R_85', 'R_333', 'R_200', 'R_285']"
11,Bin 12,0,"['R_298', 'R_376', 'R_359', 'R_423', 'R_452', 'R_302', 'R_79', 'R_140', 'R_72', 'R_285', 'R_22', 'R_137', 'R_206', 'R_404', 'R_240', 'R_398', 'R_424', 'R_277', 'R_123', 'R_17']"
12,Bin 13,0,"['R_181', 'R_402', 'R_384', 'R_50', 'R_15', 'R_182', 'R_286', 'R_386', 'R_198', 'R_106']"
13,Bin 14,0,"['R_9', 'R_323', 'R_169', 'R_241', 'R_419', 'R_454', 'R_439', 'R_73', 'R_20', 'R_369', 'R_63', 'R_203', 'R_106', 'R_268', 'R_167', 'R_355', 'R_199']"
14,Bin 15,0,"['R_180', 'R_382', 'R_80', 'R_434', 'R_462', 'R_278', 'R_135', 'R_326', 'R_464', 'R_453', 'R_438', 'R_390']"
15,Bin 16,0,"['R_242', 'R_422', 'R_262', 'R_434', 'R_363', 'R_489', 'R_161', 'R_90', 'R_191', 'R_155', 'R_467']"
16,Bin 17,0,"['R_194', 'R_104', 'R_472', 'R_410', 'R_485', 'R_31', 'R_33', 'R_108', 'R_393', 'R_145', 'R_356', 'R_289', 'R_27', 'R_18', 'R_362']"
17,Bin 18,0,"['R_104', 'R_343', 'R_324', 'R_201', 'R_409', 'R_168', 'R_193', 'P_10', 'R_468', 'R_301', 'R_4', 'R_29']"
18,Bin 19,0,"['R_358', 'R_58', 'R_399', 'R_171', 'R_247', 'R_30', 'R_375', 'R_365', 'R_183', 'R_103', 'R_315', 'R_51', 'R_168', 'R_411', 'R_216', 'R_426', 'R_317']"
19,Bin 20,0,"['R_431', 'R_265', 'R_455', 'R_76', 'R_389', 'R_115', 'R_134', 'R_95', 'R_249', 'R_224', 'R_48', 'R_315', 'R_6', 'R_486', 'R_107', 'R_374', 'R_313']"
20,Bin 21,0,"['R_3', 'R_62', 'R_185', 'P_9', 'R_393', 'R_6', 'R_204', 'R_238', 'R_128', 'R_468', 'R_130', 'R_266', 'R_112']"
21,Bin 22,0,"['R_328', 'R_181', 'R_347', 'R_330', 'R_16', 'R_131', 'R_425', 'R_55', 'R_46', 'P_5', 'R_142', 'R_152', 'R_349', 'R_342', 'R_206']"
