,0
,Bin 1
Bin #,"['R_246', 'R_385', 'P_9', 'R_437', 'R_132', 'R_430', 'R_284', 'R_14', 'R_95', 'R_355', 'R_478', 'R_427', 'R_392', 'R_185', 'R_248', 'R_429', 'R_90', 'R_23']"
Top Bin of Features:,0
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,1
Number of Instances with Mismatch(es) in Bin:,9999
p-value from Log Rank Test:,0.0006682987486531646
