,Top Bin,Top Bin of Features:,Number of Instances with No Mismatches in Bin:,Number of Instances with Mismatch(es) in Bin:,p-value from Log Rank Test:
0,"['P_4', 'P_3', 'P_2', 'P_5']",5348,5348,4652,0.0
